Orthogroup	Colletotrichum_siamense	Colletotrichum_acutatum
OG0008777	XP_036499310.1	XP_060367735.1
OG0008778	XP_036499305.1	XP_060367734.1
OG0008779	XP_036499307.1	XP_060367731.1
OG0008780	XP_036499308.1	XP_060367730.1
OG0008781	XP_036500302.1	XP_060367728.1
OG0008782	XP_036500303.1	XP_060367727.1
OG0008783	XP_036500304.1	XP_060367726.1
OG0008784	XP_036500305.1	XP_060367725.1
OG0008785	XP_036500306.1	XP_060367724.1
OG0008786	XP_036500307.1	XP_060367723.1
OG0008787	XP_036499477.1	XP_060367720.1
OG0008788	XP_036499465.1	XP_060367715.1
OG0008789	XP_036499466.1	XP_060367713.1
OG0008790	XP_036499464.1	XP_060367711.1
OG0008791	XP_036499346.1	XP_060357101.1
OG0008792	XP_036499875.1	XP_060362880.1
OG0008793	XP_036500366.1	XP_060362882.1
OG0008794	XP_036500372.1	XP_060362888.1
OG0008795	XP_036500371.1	XP_060362889.1
OG0008796	XP_036500368.1	XP_060362890.1
OG0008797	XP_036499871.1	XP_060362892.1
OG0008798	XP_036499870.1	XP_060362893.1
OG0008799	XP_036499869.1	XP_060362895.1
OG0008800	XP_036500465.1	XP_060362899.1
OG0008801	XP_036500466.1	XP_060362900.1
OG0008802	XP_036500904.1	XP_060362905.1
OG0008803	XP_036500449.1	XP_060362906.1
OG0008804	XP_036499611.1	XP_060362908.1
OG0008805	XP_036499613.1	XP_060362909.1
OG0008806	XP_036499615.1	XP_060362910.1
OG0008807	XP_036499614.1	XP_060362911.1
OG0008808	XP_036500588.1	XP_060362926.1
OG0008809	XP_036500587.1	XP_060362930.1
OG0008810	XP_036500519.1	XP_060362934.1
OG0008811	XP_036500520.1	XP_060362935.1
OG0008812	XP_036500521.1	XP_060362936.1
OG0008813	XP_036500492.1	XP_060362937.1
OG0008814	XP_036499537.1	XP_060362938.1
OG0008815	XP_036499541.1	XP_060362939.1
OG0008816	XP_036499540.1	XP_060362940.1
OG0008817	XP_036499539.1	XP_060362942.1
OG0008818	XP_036499538.1	XP_060362943.1
OG0008819	XP_036499545.1	XP_060362944.1
OG0008820	XP_036499544.1	XP_060362945.1
OG0008821	XP_036499543.1	XP_060362946.1
OG0008822	XP_036500590.1	XP_060359194.1
OG0008823	XP_036500514.1	XP_060359193.1
OG0008824	XP_036500513.1	XP_060359190.1
OG0008825	XP_036491650.1	XP_060366471.1
OG0008826	XP_036491636.1	XP_060366470.1
OG0008827	XP_036492078.1	XP_060366469.1
OG0008828	XP_036491693.1	XP_060366468.1
OG0008829	XP_036491747.1	XP_060366467.1
OG0008830	XP_036491746.1	XP_060366466.1
OG0008831	XP_036491756.1	XP_060366465.1
OG0008832	XP_036491754.1	XP_060366461.1
OG0008833	XP_036491752.1	XP_060357514.1
OG0008834	XP_036491753.1	XP_060357513.1
OG0008835	XP_036492063.1	XP_060359048.1
OG0008836	XP_036492062.1	XP_060359049.1
OG0008837	XP_036489782.1	XP_060362325.1
OG0008838	XP_036489780.1	XP_060362326.1
OG0008839	XP_036489210.1	XP_060362328.1
OG0008840	XP_036490088.1	XP_060362331.1
OG0008841	XP_036501242.1	XP_060366342.1
OG0008842	XP_036502053.1	XP_060366343.1
OG0008843	XP_036502054.1	XP_060366344.1
OG0008844	XP_036502059.1	XP_060366345.1
OG0008845	XP_036502060.1	XP_060366346.1
OG0008846	XP_036502062.1	XP_060366348.1
OG0008847	XP_036496368.1	XP_060361639.1
OG0008848	XP_036496374.1	XP_060361642.1
OG0008849	XP_036495472.1	XP_060361643.1
OG0008850	XP_036495473.1	XP_060361644.1
OG0008851	XP_036488365.1	XP_060361646.1
OG0008852	XP_036494341.1	XP_060361649.1
OG0008853	XP_036495679.1	XP_060361650.1
OG0008854	XP_036496218.1	XP_060361651.1
OG0008855	XP_036495887.1	XP_060361653.1
OG0008856	XP_036495883.1	XP_060361657.1
OG0008857	XP_036496777.1	XP_060361658.1
OG0008858	XP_036496778.1	XP_060361659.1
OG0008859	XP_036496775.1	XP_060361660.1
OG0008860	XP_036496771.1	XP_060361663.1
OG0008861	XP_036496772.1	XP_060361664.1
OG0008862	XP_036496769.1	XP_060361668.1
OG0008863	XP_036495888.1	XP_060361670.1
OG0008864	XP_036496719.1	XP_060361673.1
OG0008865	XP_036496718.1	XP_060361674.1
OG0008866	XP_036495413.1	XP_060357077.1
OG0008867	XP_036496932.1	XP_060361957.1
OG0008868	XP_036496928.1	XP_060361954.1
OG0008869	XP_036496931.1	XP_060361952.1
OG0008870	XP_036496926.1	XP_060361948.1
OG0008871	XP_036495997.1	XP_060361946.1
OG0008872	XP_036495990.1	XP_060361945.1
OG0008873	XP_036495991.1	XP_060361944.1
OG0008874	XP_036496837.1	XP_060361941.1
OG0008875	XP_036496838.1	XP_060361940.1
OG0008876	XP_036496839.1	XP_060361939.1
OG0008878	XP_036496834.1	XP_060361936.1
OG0008879	XP_036495993.1	XP_060361934.1
OG0008880	XP_036495995.1	XP_060361931.1
OG0008881	XP_036495919.1	XP_060361929.1
OG0008882	XP_036499947.1	XP_060359630.1
OG0008883	XP_036495924.1	XP_060359635.1
OG0008884	XP_036496333.1	XP_060359637.1
OG0008885	XP_036496502.1	XP_060359640.1
OG0008886	XP_036496789.1	XP_060359642.1
OG0008887	XP_036495731.1	XP_060359644.1
OG0008888	XP_036496621.1	XP_060359645.1
OG0008889	XP_036496626.1	XP_060359646.1
OG0008890	XP_036496622.1	XP_060359648.1
OG0008891	XP_036496623.1	XP_060359649.1
OG0008892	XP_036496624.1	XP_060359651.1
OG0008893	XP_036496625.1	XP_060359652.1
OG0008894	XP_036496628.1	XP_060359653.1
OG0008895	XP_036497304.1	XP_060359656.1
OG0008896	XP_036492612.1	XP_060359661.1
OG0008897	XP_036495450.1	XP_060364856.1
OG0008898	XP_036495447.1	XP_060364855.1
OG0008899	XP_036495448.1	XP_060364854.1
OG0008900	XP_036495445.1	XP_060364852.1
OG0008901	XP_036495446.1	XP_060364851.1
OG0008902	XP_036496620.1	XP_060364850.1
OG0008903	XP_036496352.1	XP_060364846.1
OG0008904	XP_036496348.1	XP_060364845.1
OG0008905	XP_036496347.1	XP_060364844.1
OG0008906	XP_036496504.1	XP_060364840.1
OG0008907	XP_036496506.1	XP_060364839.1
OG0008908	XP_036496378.1	XP_060364838.1
OG0008909	XP_036496503.1	XP_060364837.1
OG0008910	XP_036495734.1	XP_060364834.1
OG0008911	XP_036495741.1	XP_060364833.1
OG0008912	XP_036495740.1	XP_060364832.1
OG0008913	XP_036495739.1	XP_060364831.1
OG0008914	XP_036495735.1	XP_060364828.1
OG0008915	XP_036495736.1	XP_060364827.1
OG0008916	XP_036496474.1	XP_060364826.1
OG0008917	XP_036496697.1	XP_060364825.1
OG0008918	XP_036496696.1	XP_060364824.1
OG0008919	XP_036496534.1	XP_060364822.1
OG0008920	XP_036496694.1	XP_060364820.1
OG0008921	XP_036496690.1	XP_060364819.1
OG0008922	XP_036496689.1	XP_060364818.1
OG0008923	XP_036496691.1	XP_060364816.1
OG0008924	XP_036495783.1	XP_060364814.1
OG0008925	XP_036495784.1	XP_060364812.1
OG0008926	XP_036495777.1	XP_060364811.1
OG0008927	XP_036495781.1	XP_060364805.1
OG0008928	XP_036495782.1	XP_060364804.1
OG0008929	XP_036495779.1	XP_060364803.1
OG0008930	XP_036495780.1	XP_060364802.1
OG0008931	XP_036496501.1	XP_060364801.1
OG0008932	XP_036496500.1	XP_060364800.1
OG0008933	XP_036496554.1	XP_060364799.1
OG0008934	XP_036495876.1	XP_060364797.1
OG0008935	XP_036495875.1	XP_060364796.1
OG0008936	XP_036495881.1	XP_060364795.1
OG0008937	XP_036495880.1	XP_060364794.1
OG0008938	XP_036495599.1	XP_060364790.1
OG0008939	XP_036495662.1	XP_060364789.1
OG0008940	XP_036495663.1	XP_060364788.1
OG0008941	XP_036495664.1	XP_060364787.1
OG0008942	XP_036495665.1	XP_060364786.1
OG0008943	XP_036495666.1	XP_060364785.1
OG0008944	XP_036495724.1	XP_060364783.1
OG0008945	XP_036495668.1	XP_060364782.1
OG0008946	XP_036496557.1	XP_060364781.1
OG0008947	XP_036496556.1	XP_060364780.1
OG0008948	XP_036496559.1	XP_060364778.1
OG0008949	XP_036496561.1	XP_060364775.1
OG0008950	XP_036496563.1	XP_060364773.1
OG0008951	XP_036496562.1	XP_060364772.1
OG0008952	XP_036496565.1	XP_060364771.1
OG0008953	XP_036496564.1	XP_060364770.1
OG0008954	XP_036495658.1	XP_060364768.1
OG0008955	XP_036496076.1	XP_060364764.1
OG0008956	XP_036495657.1	XP_060364763.1
OG0008958	XP_036495653.1	XP_060357557.1
OG0008959	XP_036495651.1	XP_060357560.1
OG0008960	XP_036502774.1	XP_060364597.1
OG0008961	XP_036502775.1	XP_060364598.1
OG0008962	XP_036502125.1	XP_060364599.1
OG0008963	XP_036501345.1	XP_060364602.1
OG0008964	XP_036502121.1	XP_060364604.1
OG0008965	XP_036502124.1	XP_060364608.1
OG0008966	XP_036501375.1	XP_060364610.1
OG0008967	XP_036502123.1	XP_060364612.1
OG0008968	XP_036500967.1	XP_060364614.1
OG0008969	XP_036500962.1	XP_060364619.1
OG0008970	XP_036500959.1	XP_060364620.1
OG0008971	XP_036500965.1	XP_060364622.1
OG0008972	XP_036500966.1	XP_060364623.1
OG0008973	XP_036500964.1	XP_060364624.1
OG0008974	XP_036501984.1	XP_060364627.1
OG0008975	XP_036501426.1	XP_060364630.1
OG0008976	XP_036501427.1	XP_060364631.1
OG0008977	XP_036501425.1	XP_060364633.1
OG0008978	XP_036501982.1	XP_060364634.1
OG0008979	XP_036502915.1	XP_060364635.1
OG0008980	XP_036502916.1	XP_060364636.1
OG0008981	XP_036502921.1	XP_060364638.1
OG0008982	XP_036501804.1	XP_060364639.1
OG0008983	XP_036502922.1	XP_060364641.1
OG0008984	XP_036502918.1	XP_060364644.1
OG0008985	XP_036502919.1	XP_060364646.1
OG0008986	XP_036501918.1	XP_060364647.1
OG0008987	XP_036501917.1	XP_060364649.1
OG0008988	XP_036501926.1	XP_060364650.1
OG0008989	XP_036501924.1	XP_060364652.1
OG0008990	XP_036501923.1	XP_060364653.1
OG0008991	XP_036501922.1	XP_060364656.1
OG0008992	XP_036502412.1	XP_060364658.1
OG0008993	XP_036502411.1	XP_060364659.1
OG0008994	XP_036501378.1	XP_060364660.1
OG0008995	XP_036501818.1	XP_060364661.1
OG0008996	XP_036502415.1	XP_060364665.1
OG0008997	XP_036502416.1	XP_060364666.1
OG0008998	XP_036502420.1	XP_060364669.1
OG0008999	XP_036501066.1	XP_060364670.1
OG0009000	XP_036501629.1	XP_060364671.1
OG0009001	XP_036502772.1	XP_060364672.1
OG0009002	XP_036501627.1	XP_060364674.1
OG0009003	XP_036501063.1	XP_060364675.1
OG0009004	XP_036501064.1	XP_060364676.1
OG0009005	XP_036501628.1	XP_060364677.1
OG0009006	XP_036501068.1	XP_060364678.1
OG0009007	XP_036501067.1	XP_060364679.1
OG0009008	XP_036501295.1	XP_060364681.1
OG0009009	XP_036501296.1	XP_060364682.1
OG0009010	XP_036501299.1	XP_060364685.1
OG0009011	XP_036501300.1	XP_060366817.1
OG0009012	XP_036502493.1	XP_060366814.1
OG0009013	XP_036501381.1	XP_060366813.1
OG0009014	XP_036501817.1	XP_060366811.1
OG0009015	XP_036501919.1	XP_060366802.1
OG0009016	XP_036502174.1	XP_060366800.1
OG0009017	XP_036502173.1	XP_060366799.1
OG0009018	XP_036502166.1	XP_060366798.1
OG0009019	XP_036502499.1	XP_060366797.1
OG0009020	XP_036501563.1	XP_060366796.1
OG0009021	XP_036502712.1	XP_060366792.1
OG0009022	XP_036501562.1	XP_060366791.1
OG0009023	XP_036501561.1	XP_060366790.1
OG0009024	XP_036502584.1	XP_060366788.1
OG0009025	XP_036502585.1	XP_060366787.1
OG0009026	XP_036501150.1	XP_060366786.1
OG0009027	XP_036502586.1	XP_060366783.1
OG0009028	XP_036502587.1	XP_060366780.1
OG0009029	XP_036496024.1	XP_060362462.1
OG0009030	XP_036496023.1	XP_060362463.1
OG0009031	XP_036496026.1	XP_060362464.1
OG0009032	XP_036496025.1	XP_060362465.1
OG0009033	XP_036496177.1	XP_060362466.1
OG0009034	XP_036496178.1	XP_060359410.1
OG0009035	XP_036496817.1	XP_060359413.1
OG0009036	XP_036496183.1	XP_060359415.1
OG0009037	XP_036496854.1	XP_060359416.1
OG0009038	XP_036495974.1	XP_060359418.1
OG0009039	XP_036495973.1	XP_060359419.1
OG0009040	XP_036495984.1	XP_060359420.1
OG0009041	XP_036495982.1	XP_060359421.1
OG0009042	XP_036495980.1	XP_060359423.1
OG0009043	XP_036495978.1	XP_060359425.1
OG0009044	XP_036495972.1	XP_060359426.1
OG0009045	XP_036495961.1	XP_060359428.1
OG0009046	XP_036495960.1	XP_060359430.1
OG0009047	XP_036496790.1	XP_060359431.1
OG0009048	XP_036496891.1	XP_060359432.1
OG0009049	XP_036496892.1	XP_060359433.1
OG0009050	XP_036496893.1	XP_060359434.1
OG0009051	XP_036496194.1	XP_060359435.1
OG0009052	XP_036496201.1	XP_060359436.1
OG0009053	XP_036496200.1	XP_060359437.1
OG0009054	XP_036496199.1	XP_060359438.1
OG0009055	XP_036496198.1	XP_060357537.1
OG0009056	XP_036495302.1	XP_060357538.1
OG0009057	XP_036495296.1	XP_060357540.1
OG0009058	XP_036496135.1	XP_060357542.1
OG0009059	XP_036496132.1	XP_060357543.1
OG0009060	XP_036496133.1	XP_060357544.1
OG0009061	XP_036496138.1	XP_060357545.1
OG0009062	XP_036496136.1	XP_060359842.1
OG0009063	XP_036496137.1	XP_060359841.1
OG0009064	XP_036497008.1	XP_060359840.1
OG0009065	XP_036497009.1	XP_060359838.1
OG0009066	XP_036496143.1	XP_060359837.1
OG0009067	XP_036496142.1	XP_060359836.1
OG0009068	XP_036497011.1	XP_060359835.1
OG0009069	XP_036497010.1	XP_060359834.1
OG0009070	XP_036497004.1	XP_060359831.1
OG0009071	XP_036497007.1	XP_060359830.1
OG0009072	XP_036497006.1	XP_060359829.1
OG0009073	XP_036497017.1	XP_060359828.1
OG0009074	XP_036497016.1	XP_060359827.1
OG0009075	XP_036495934.1	XP_060359825.1
OG0009076	XP_036495935.1	XP_060359824.1
OG0009077	XP_036495929.1	XP_060359823.1
OG0009078	XP_036495930.1	XP_060359821.1
OG0009079	XP_036495931.1	XP_060359818.1
OG0009080	XP_036495932.1	XP_060359817.1
OG0009081	XP_036495938.1	XP_060359813.1
OG0009082	XP_036496798.1	XP_060359811.1
OG0009083	XP_036496795.1	XP_060362351.1
OG0009084	XP_036496794.1	XP_060362353.1
OG0009085	XP_036496792.1	XP_060362356.1
OG0009086	XP_036496801.1	XP_060362357.1
OG0009087	XP_036496800.1	XP_060362358.1
OG0009088	XP_036496037.1	XP_060362359.1
OG0009089	XP_036496038.1	XP_060362360.1
OG0009090	XP_036496035.1	XP_060362361.1
OG0009091	XP_036496036.1	XP_060362362.1
OG0009092	XP_036496033.1	XP_060362363.1
OG0009093	XP_036496034.1	XP_060362364.1
OG0009094	XP_036496031.1	XP_060362365.1
OG0009095	XP_036496032.1	XP_060362366.1
OG0009096	XP_036496029.1	XP_060362368.1
OG0009097	XP_036496030.1	XP_060362369.1
OG0009098	XP_036496861.1	XP_060362370.1
OG0009099	XP_036496860.1	XP_060362371.1
OG0009100	XP_036496863.1	XP_060362373.1
OG0009101	XP_036496862.1	XP_060362374.1
OG0009102	XP_036496184.1	XP_060362375.1
OG0009103	XP_036496867.1	XP_060362377.1
OG0009104	XP_036496866.1	XP_060362378.1
OG0009105	XP_036496869.1	XP_060362379.1
OG0009106	XP_036496868.1	XP_060362380.1
OG0009107	XP_036495830.1	XP_060362381.1
OG0009108	XP_036495831.1	XP_060362385.1
OG0009109	XP_036495834.1	XP_060362389.1
OG0009110	XP_036495835.1	XP_060362390.1
OG0009111	XP_036495836.1	XP_060362394.1
OG0009112	XP_036495837.1	XP_060362395.1
OG0009113	XP_036501609.1	XP_060371275.1
OG0009114	XP_036495839.1	XP_060362397.1
OG0009115	XP_036496640.1	XP_060362398.1
OG0009116	XP_036496639.1	XP_060362399.1
OG0009117	XP_036496637.1	XP_060362402.1
OG0009118	XP_036496644.1	XP_060362403.1
OG0009119	XP_036496642.1	XP_060362406.1
OG0009120	XP_036496641.1	XP_060362407.1
OG0009121	XP_036496646.1	XP_060362408.1
OG0009122	XP_036496645.1	XP_060362409.1
OG0009123	XP_036495652.1	XP_060362410.1
OG0009124	XP_036502771.1	XP_060371213.1
OG0009125	XP_036502768.1	XP_060371216.1
OG0009126	XP_036501958.1	XP_060371218.1
OG0009127	XP_036501957.1	XP_060371219.1
OG0009128	XP_036502607.1	XP_060371223.1
OG0009129	XP_036502608.1	XP_060371224.1
OG0009130	XP_036502605.1	XP_060371225.1
OG0009131	XP_036502606.1	XP_060371226.1
OG0009132	XP_036502603.1	XP_060371227.1
OG0009133	XP_036502604.1	XP_060371228.1
OG0009134	XP_036502601.1	XP_060371229.1
OG0009135	XP_036502602.1	XP_060371230.1
OG0009136	XP_036502356.1	XP_060371231.1
OG0009137	XP_036502355.1	XP_060371233.1
OG0009138	XP_036502841.1	XP_060371234.1
OG0009139	XP_036502842.1	XP_060371236.1
OG0009140	XP_036502847.1	XP_060371241.1
OG0009141	XP_036502846.1	XP_060371244.1
OG0009142	XP_036501650.1	XP_060371245.1
OG0009143	XP_036501651.1	XP_060371246.1
OG0009144	XP_036501653.1	XP_060371248.1
OG0009145	XP_036501654.1	XP_060371249.1
OG0009146	XP_036501655.1	XP_060371250.1
OG0009147	XP_036501656.1	XP_060371251.1
OG0009148	XP_036501657.1	XP_060371252.1
OG0009149	XP_036501659.1	XP_060371255.1
OG0009150	XP_036502631.1	XP_060371256.1
OG0009151	XP_036502630.1	XP_060371257.1
OG0009152	XP_036502629.1	XP_060371258.1
OG0009153	XP_036502628.1	XP_060371259.1
OG0009154	XP_036502635.1	XP_060371260.1
OG0009155	XP_036502634.1	XP_060371261.1
OG0009156	XP_036502633.1	XP_060371262.1
OG0009157	XP_036502632.1	XP_060371263.1
OG0009158	XP_036502637.1	XP_060371264.1
OG0009159	XP_036502636.1	XP_060371265.1
OG0009160	XP_036502545.1	XP_060371266.1
OG0009161	XP_036502544.1	XP_060371267.1
OG0009162	XP_036502543.1	XP_060371269.1
OG0009163	XP_036502542.1	XP_060371270.1
OG0009164	XP_036502549.1	XP_060371271.1
OG0009165	XP_036502548.1	XP_060371272.1
OG0009166	XP_036502547.1	XP_060371274.1
OG0009167	XP_036502546.1	XP_060371276.1
OG0009168	XP_036502551.1	XP_060371277.1
OG0009169	XP_036501600.1	XP_060371278.1
OG0009170	XP_036501602.1	XP_060371280.1
OG0009171	XP_036501603.1	XP_060371281.1
OG0009172	XP_036501606.1	XP_060371284.1
OG0009173	XP_036502654.1	XP_060371288.1
OG0009174	XP_036501121.1	XP_060371290.1
OG0009175	XP_036502655.1	XP_060371292.1
OG0009176	XP_036502650.1	XP_060371293.1
OG0009177	XP_036502649.1	XP_060371297.1
OG0009178	XP_036501672.1	XP_060371301.1
OG0009179	XP_036501671.1	XP_060371302.1
OG0009180	XP_036501349.1	XP_060371304.1
OG0009181	XP_036501670.1	XP_060371306.1
OG0009182	XP_036501138.1	XP_060371308.1
OG0009183	XP_036501362.1	XP_060371311.1
OG0009184	XP_036502388.1	XP_060371312.1
OG0009185	XP_036502387.1	XP_060371313.1
OG0009186	XP_036502386.1	XP_060371314.1
OG0009187	XP_036502385.1	XP_060371315.1
OG0009188	XP_036502384.1	XP_060371316.1
OG0009189	XP_036502383.1	XP_060371317.1
OG0009190	XP_036502382.1	XP_060371318.1
OG0009191	XP_036502381.1	XP_060371319.1
OG0009192	XP_036501437.1	XP_060371321.1
OG0009193	XP_036501438.1	XP_060371322.1
OG0009194	XP_036501432.1	XP_060371323.1
OG0009195	XP_036501433.1	XP_060371325.1
OG0009196	XP_036501434.1	XP_060371327.1
OG0009197	XP_036502458.1	XP_060371335.1
OG0009198	XP_036502459.1	XP_060371336.1
OG0009199	XP_036502461.1	XP_060371338.1
OG0009200	XP_036502460.1	XP_060371339.1
OG0009201	XP_036502452.1	XP_060371341.1
OG0009202	XP_036501528.1	XP_060371342.1
OG0009203	XP_036501876.1	XP_060371344.1
OG0009204	XP_036501875.1	XP_060371345.1
OG0009205	XP_036501874.1	XP_060371346.1
OG0009206	XP_036502626.1	XP_060371348.1
OG0009207	XP_036501872.1	XP_060371349.1
OG0009208	XP_036501871.1	XP_060371350.1
OG0009209	XP_036502858.1	XP_060371353.1
OG0009210	XP_036502859.1	XP_060371354.1
OG0009211	XP_036502861.1	XP_060371355.1
OG0009212	XP_036502862.1	XP_060371356.1
OG0009213	XP_036501527.1	XP_060371359.1
OG0009214	XP_036501524.1	XP_060371360.1
OG0009215	XP_036501525.1	XP_060371362.1
OG0009216	XP_036501522.1	XP_060371366.1
OG0009217	XP_036501523.1	XP_060371367.1
OG0009218	XP_036502379.1	XP_060371372.1
OG0009219	XP_036502860.1	XP_060371374.1
OG0009220	XP_036502864.1	XP_060371376.1
OG0009221	XP_036502863.1	XP_060371377.1
OG0009222	XP_036501966.1	XP_060371382.1
OG0009223	XP_036501967.1	XP_060371386.1
OG0009224	XP_036501965.1	XP_060371387.1
OG0009225	XP_036501244.1	XP_060371389.1
OG0009226	XP_036500990.1	XP_060371390.1
OG0009227	XP_036500989.1	XP_060371392.1
OG0009228	XP_036500996.1	XP_060371393.1
OG0009229	XP_036501480.1	XP_060371396.1
OG0009230	XP_036500992.1	XP_060371397.1
OG0009231	XP_036500991.1	XP_060371398.1
OG0009232	XP_036500994.1	XP_060371399.1
OG0009233	XP_036500993.1	XP_060371400.1
OG0009234	XP_036493249.1	XP_060371401.1
OG0009235	XP_036501891.1	XP_060371407.1
OG0009236	XP_036501892.1	XP_060371408.1
OG0009237	XP_036501894.1	XP_060371411.1
OG0009238	XP_036501887.1	XP_060371412.1
OG0009239	XP_036501888.1	XP_060371413.1
OG0009240	XP_036501889.1	XP_060371414.1
OG0009241	XP_036501890.1	XP_060371415.1
OG0009242	XP_036500945.1	XP_060371416.1
OG0009243	XP_036500944.1	XP_060371417.1
OG0009244	XP_036500943.1	XP_060371418.1
OG0009245	XP_036500942.1	XP_060371419.1
OG0009246	XP_036500941.1	XP_060371420.1
OG0009247	XP_036501045.1	XP_060371424.1
OG0009248	XP_036501044.1	XP_060371425.1
OG0009249	XP_036501043.1	XP_060371426.1
OG0009250	XP_036501047.1	XP_060371428.1
OG0009251	XP_036501048.1	XP_060371430.1
OG0009252	XP_036501049.1	XP_060371431.1
OG0009253	XP_036501046.1	XP_060371432.1
OG0009254	XP_036502003.1	XP_060371433.1
OG0009255	XP_036502004.1	XP_060371434.1
OG0009256	XP_036501998.1	XP_060371435.1
OG0009257	XP_036502001.1	XP_060371436.1
OG0009258	XP_036501587.1	XP_060371439.1
OG0009259	XP_036502147.1	XP_060371440.1
OG0009260	XP_036501100.1	XP_060371441.1
OG0009261	XP_036501101.1	XP_060371442.1
OG0009262	XP_036502148.1	XP_060371443.1
OG0009263	XP_036501103.1	XP_060371444.1
OG0009264	XP_036501105.1	XP_060371447.1
OG0009265	XP_036501104.1	XP_060371449.1
OG0009266	XP_036501107.1	XP_060371451.1
OG0009267	XP_036501106.1	XP_060371453.1
OG0009268	XP_036502051.1	XP_060371454.1
OG0009269	XP_036502052.1	XP_060371455.1
OG0009270	XP_036501980.1	XP_060371456.1
OG0009271	XP_036501979.1	XP_060371457.1
OG0009272	XP_036502049.1	XP_060371458.1
OG0009273	XP_036502047.1	XP_060371459.1
OG0009274	XP_036502048.1	XP_060371460.1
OG0009275	XP_036502046.1	XP_060371462.1
OG0009276	XP_036502621.1	XP_060371464.1
OG0009277	XP_036501184.1	XP_060371465.1
OG0009278	XP_036502625.1	XP_060371466.1
OG0009279	XP_036501183.1	XP_060359904.1
OG0009280	XP_036501824.1	XP_060359914.1
OG0009281	XP_036501821.1	XP_060359915.1
OG0009282	XP_036501822.1	XP_060359916.1
OG0009283	XP_036502883.1	XP_060359918.1
OG0009284	XP_036502876.1	XP_060359919.1
OG0009285	XP_036502875.1	XP_060359920.1
OG0009286	XP_036502878.1	XP_060359921.1
OG0009287	XP_036501823.1	XP_060359923.1
OG0009288	XP_036501277.1	XP_060367985.1
OG0009289	XP_036501757.1	XP_060367986.1
OG0009290	XP_036501758.1	XP_060367987.1
OG0009291	XP_036501759.1	XP_060367988.1
OG0009292	XP_036501996.1	XP_060367990.1
OG0009293	XP_036501761.1	XP_060367992.1
OG0009294	XP_036501763.1	XP_060367995.1
OG0009295	XP_036501764.1	XP_060367996.1
