Orthogroup	Colletotrichum_siamense	Colletotrichum_truncatum
OG0010832	XP_036491498.1	XP_036578520.1
OG0010833	XP_036500027.1	XP_036581031.1
OG0010834	XP_036491501.1	XP_036578521.1
OG0010837	XP_036489466.1	XP_036589726.1
OG0010839	XP_036492891.1	XP_036588935.1
OG0010841	XP_036488681.1	XP_036587954.1
OG0010842	XP_036502079.1	XP_070061714.1
OG0010843	XP_036501243.1	XP_036574157.1
OG0010844	XP_036495467.1	XP_036580244.1
OG0010845	XP_036495886.1	XP_036580292.2
OG0010846	XP_036496776.1	XP_036580286.1
OG0010847	XP_036496773.1	XP_036580285.1
OG0010848	XP_036496770.1	XP_036580281.1
OG0010850	XP_036491414.1	XP_036578710.1
OG0010851	XP_036495989.1	XP_070061776.1
OG0010853	XP_036496835.1	XP_036579543.1
OG0010854	XP_036496334.1	XP_036579557.2
OG0010856	XP_036496627.1	XP_036579595.1
OG0010857	XP_036495738.1	XP_036579602.1
OG0010858	XP_036496693.1	XP_036579612.1
OG0010859	XP_036496692.1	XP_036579619.1
OG0010861	XP_036495598.1	XP_036579642.1
OG0010862	XP_036495667.1	XP_036579649.1
OG0010863	XP_036496558.1	XP_070061763.1
OG0010864	XP_036496560.1	XP_036579657.1
OG0010865	XP_036495659.1	XP_070061760.1
OG0010866	XP_036495655.1	XP_036579667.1
OG0010867	XP_036502773.1	XP_036585414.1
OG0010869	XP_036502122.1	XP_036585400.1
OG0010871	XP_036500963.1	XP_036585392.1
OG0010873	XP_036501983.1	XP_036585386.1
OG0010875	XP_036501424.1	XP_036585381.2
OG0010876	XP_036502917.1	XP_036585372.1
OG0010877	XP_036502163.1	XP_036585369.1
OG0010878	XP_036501925.1	XP_036585364.1
OG0010879	XP_036501065.1	XP_036585312.1
OG0010880	XP_036501069.1	XP_036585310.1
OG0010881	XP_036502025.1	XP_036585303.1
OG0010882	XP_036502492.1	XP_070061737.1
OG0010883	XP_036502171.1	XP_036585347.1
OG0010884	XP_036496139.1	XP_036584826.1
OG0010885	XP_036496797.1	XP_036584853.1
OG0010887	XP_036496864.1	XP_036584878.1
OG0010889	XP_036496638.1	XP_036584896.1
OG0010890	XP_036496643.1	XP_070060260.1
OG0010891	XP_036502769.1	XP_036577580.1
OG0010893	XP_036502843.1	XP_036577558.1
OG0010894	XP_036502845.1	XP_070060097.1
OG0010895	XP_036502844.1	XP_036577553.1
OG0010896	XP_036501652.1	XP_036577546.1
OG0010898	XP_036501601.1	XP_036577515.1
OG0010899	XP_036501604.1	XP_036577512.1
OG0010900	XP_036501607.1	XP_036577508.2
OG0010902	XP_036502653.1	XP_036577499.1
OG0010903	XP_036502652.1	XP_036577498.1
OG0010904	XP_036501354.1	XP_070060113.1
OG0010905	XP_036501430.1	XP_036577470.1
OG0010906	XP_036502453.1	XP_036578332.1
OG0010907	XP_036501873.1	XP_070060125.1
OG0010909	XP_036500940.1	XP_036578268.1
OG0010910	XP_036501102.1	XP_036575341.2
OG0010912	XP_036501978.1	XP_036574991.1
OG0010913	XP_036502622.1	XP_070060151.1
OG0010916	XP_036501762.1	XP_036578218.1
OG0010917	XP_036502808.1	XP_070060144.1
OG0010918	XP_036502233.1	XP_036578227.1
OG0010921	XP_036495955.1	XP_036586867.1
OG0010922	XP_036494169.1	XP_036577818.2
OG0010925	XP_036493737.1	XP_036576879.1
OG0010926	XP_036488793.1	XP_036582557.1
OG0010928	XP_036495852.1	XP_036586758.1
OG0010930	XP_036496851.1	XP_070060352.1
OG0010931	XP_036496009.1	XP_036586742.1
OG0010932	XP_036489244.1	XP_036589637.2
OG0010933	XP_036499647.1	XP_070062096.1
OG0010934	XP_036495548.1	XP_036586811.1
OG0010936	XP_036488211.1	XP_036588054.1
OG0010937	XP_036499964.1	XP_036579941.1
OG0010938	XP_036499060.1	XP_036579944.1
OG0010940	XP_036489125.1	XP_036589777.1
OG0010941	XP_036494909.1	XP_036581177.1
OG0010942	XP_036494806.1	XP_070060040.1
OG0010943	XP_036499588.1	XP_036581143.1
OG0010944	XP_036501459.1	XP_036583599.1
OG0010945	XP_036499861.1	XP_036583726.1
OG0010946	XP_036494041.1	XP_036581219.1
OG0010947	XP_036493993.1	XP_036581235.1
OG0010948	XP_036493610.1	XP_070061280.1
OG0010949	XP_036488870.1	XP_070060684.1
OG0010950	XP_036500718.1	XP_036576876.2
OG0010951	XP_036497600.1	XP_036582060.1
OG0010952	XP_036492072.1	XP_036576731.1
OG0010953	XP_036493578.1	XP_036579061.1
OG0010954	XP_036498751.1	XP_036581919.1
OG0010955	XP_036497762.1	XP_036588512.1
OG0010957	XP_036501701.1	XP_070060240.1
OG0010958	XP_036493560.1	XP_036579719.1
OG0010960	XP_036489611.1	XP_036589696.1
OG0010961	XP_036489043.1	XP_070062308.1
OG0010962	XP_036490058.1	XP_070062336.1
OG0010963	XP_036491522.1	XP_036574785.1
OG0010964	XP_036496329.1	XP_036578179.1
OG0010966	XP_036496708.1	XP_036576606.1
OG0010967	XP_036493971.1	XP_036575324.1
OG0010968	XP_036488520.1	XP_036575495.1
OG0010969	XP_036490839.1	XP_036579117.1
OG0010970	XP_036500727.1	XP_036585772.1
OG0010971	XP_036499180.1	XP_036584299.1
OG0010972	XP_036488024.1	XP_036586358.1
OG0010973	XP_036488404.1	XP_070060765.1
OG0010974	XP_036494731.1	XP_070060470.1
OG0010975	XP_036488374.1	XP_070060795.1
OG0010976	XP_036492792.1	XP_036582527.1
OG0010977	XP_036491374.1	XP_070059868.1
OG0010978	XP_036493840.1	XP_036582309.1
OG0010979	XP_036491622.1	XP_036581543.1
OG0010980	XP_036488666.1	XP_036578493.1, XP_036586179.1
OG0010981	XP_036496224.1	XP_036586611.1
OG0010982	XP_036494925.1	XP_036583275.1
OG0010984	XP_036499302.1	XP_036580974.1
OG0010985	XP_036499240.1, XP_036499241.1	XP_036580987.2
OG0010986	XP_036490904.1	XP_036578814.1
OG0010987	XP_036487998.1	XP_070060821.1
OG0010989	XP_036498895.1	XP_036583061.1
OG0010990	XP_036502529.1	XP_036585706.1
OG0010991	XP_036501865.1	XP_070061660.1
OG0010992	XP_036489287.1	XP_036589428.1
OG0010993	XP_036489851.1	XP_070062268.1
OG0010994	XP_036489232.1	XP_070062271.1
OG0010996	XP_036487796.1, XP_036498213.1	XP_036575160.1
OG0010998	XP_036488457.1	XP_036580713.1
OG0010999	XP_036491631.1	XP_036577125.1
OG0011001	XP_036502328.1	XP_036583578.1
OG0011003	XP_036492741.1, XP_036495720.1	XP_036586852.1
OG0011004	XP_036500908.1	XP_070062664.1, XP_036575074.1, XP_036587156.1
OG0011007	XP_036493513.1, XP_036494321.1	XP_036580493.1
OG0011011	XP_036499304.1, XP_036497229.1	XP_036575697.1
OG0011013	XP_036490249.1, XP_036494227.1	XP_070060651.1
OG0011014	XP_036488775.1	XP_036576125.1
OG0011015	XP_036502401.1	XP_036589641.1
OG0011015	XP_036490692.1	XP_036574740.1
OG0011016	XP_036491632.1	XP_070060766.1
OG0011016	XP_036493052.1	XP_036578819.2
OG0011017	XP_036489835.1	XP_036576506.1
OG0011022	XP_036488709.1	XP_036580256.1, XP_036587351.1, XP_036579862.1, XP_036584095.2
OG0011023	XP_036497185.1, XP_036490129.1	XP_036579448.1
OG0011025	XP_036493807.1	XP_036576828.1, XP_036588666.1, XP_036580327.1
OG0011028	XP_036493505.1	XP_036579744.1
OG0011030	XP_036496724.1	XP_036588162.1
OG0011031	XP_036491412.1, XP_036501938.1	XP_036577251.1
OG0011032	XP_036499932.1, XP_036488794.1	XP_070062680.1
OG0011035	XP_036497684.1, XP_036493311.1	XP_036582407.1
OG0011036	XP_036498782.1	XP_036588132.1
OG0011037	XP_036491911.1	XP_036581429.1
OG0011039	XP_036491959.1	XP_036574269.1, XP_036589880.1
OG0011040	XP_036491550.1, XP_036496235.1	XP_036585109.1
OG0011046	XP_036492422.1	XP_036587529.1, XP_036579540.1, XP_036587076.1
OG0011047	XP_036496274.1, XP_036492542.1	XP_036574410.1
OG0011048	XP_036500016.1, XP_036495730.1	XP_070061620.1
OG0011049	XP_036496337.1	XP_036575504.1, XP_036581035.1
OG0011056	XP_036498129.1	XP_070062581.1
OG0011063	XP_036498778.1	XP_036588430.1
OG0011064	XP_036498770.1	XP_036588427.1
OG0011067	XP_036498611.1	XP_036588585.1
OG0011079	XP_036497251.1	XP_070062628.1
OG0011082	XP_036490330.1	XP_070061387.1
OG0011092	XP_036495398.1	XP_036586912.1
OG0011098	XP_036500920.1	XP_036580516.1
OG0011099	XP_036491630.1	XP_036578616.1
OG0011100	XP_036490534.1	XP_036575278.2
OG0011109	XP_036494009.1	XP_070060602.1
OG0011114	XP_036491244.1	XP_036576199.1
OG0011116	XP_036502335.1	XP_036580254.1
OG0011119	XP_036499222.1	XP_070062125.1
OG0011124	XP_036498976.1	XP_036579953.1
OG0011130	XP_036496085.1	XP_036584760.1
OG0011131	XP_036502659.1	XP_036586534.1
OG0011132	XP_036498924.1	XP_036579487.1
OG0011141	XP_036499449.1	XP_036587313.1
OG0011143	XP_036494049.1	XP_036582750.1
OG0011147	XP_036502361.1	XP_036585666.1
OG0011148	XP_036501660.1	XP_036585651.1
OG0011149	XP_036493901.1	XP_036581804.1
OG0011150	XP_036490670.1	XP_036588980.1
OG0011153	XP_036490960.1	XP_036588855.1
OG0011162	XP_036492114.1	XP_036578534.1
OG0011165	XP_036494820.1	XP_036578116.1
OG0011168	XP_036489221.1	XP_036589614.1
OG0011169	XP_036498717.1	XP_036588261.2
OG0011177	XP_036493793.1	XP_036582333.1
OG0011185	XP_036491670.1	XP_036577962.1
OG0011189	XP_036491836.1	XP_036587412.2
OG0011192	XP_036493161.1	XP_070061104.1
OG0011200	XP_036493136.1	XP_070061130.1
OG0011210	XP_036493086.1	XP_036582415.1
OG0011211	XP_036494706.1	XP_070060649.1
OG0011214	XP_036501274.1	XP_036585488.1
OG0011216	XP_036501061.1	XP_036585564.2
OG0011218	XP_036491481.1	XP_036587476.1
OG0011224	XP_036488406.1	XP_036586291.1
OG0011230	XP_036494822.1	XP_036577840.1
OG0011231	XP_036501675.1	XP_036576043.2
OG0011232	XP_036496432.1	XP_036584654.1
OG0011242	XP_036501886.1	XP_036578695.1
OG0011258	XP_036498196.1	XP_036588714.2
OG0011268	XP_036493273.1	XP_036586405.1, XP_036575023.1
OG0011272	XP_036493689.1	XP_036579877.1
OG0011273	XP_036492819.1	XP_070061177.1
OG0011274	XP_036492693.1	XP_036582106.1
OG0011278	XP_036493233.1	XP_036579724.1
OG0011283	XP_036500323.1	XP_070061123.1
OG0011284	XP_036490657.1	XP_036582166.1
OG0011291	XP_036489795.1	XP_036589626.1
OG0011292	XP_036502111.1	XP_036584012.2
OG0011296	XP_036488588.1	XP_036587883.2
OG0011297	XP_036491617.1	XP_036576121.2
OG0011298	XP_036488016.1	XP_036587909.1
OG0011299	XP_036488651.1	XP_036587964.2
OG0011302	XP_036492727.1	XP_070061203.1
OG0011307	XP_036500891.1	XP_036585856.1
OG0011310	XP_036499782.1	XP_036585901.1
OG0011311	XP_036498221.1	XP_070062541.1
OG0011321	XP_036489435.1	XP_036589715.1
OG0011323	XP_036491225.1	XP_036578842.1
OG0011333	XP_036495699.1	XP_036580101.1
OG0011336	XP_036496667.1	XP_070061820.1
OG0011337	XP_036496664.1	XP_036574821.1
OG0011338	XP_036495596.1	XP_036578065.1
OG0011342	XP_036498854.1	XP_070062460.1
OG0011343	XP_036498817.1	XP_036579139.2
OG0011349	XP_036493925.1	XP_036575285.1
OG0011354	XP_036495765.1	XP_036586778.1
OG0011360	XP_036494800.1	XP_036582838.2
OG0011361	XP_036494804.1	XP_036582840.1
OG0011364	XP_036494180.1	XP_070060569.1
OG0011366	XP_036489095.1	XP_036584927.1
OG0011367	XP_036489823.1	XP_070062209.1
OG0011368	XP_036489156.1	XP_070062215.1
OG0011372	XP_036489991.1	XP_036585021.1
OG0011381	XP_036489365.1	XP_036589292.1
OG0011389	XP_036499892.1	XP_036574595.1
OG0011393	XP_036488673.1	XP_036588182.1
OG0011401	XP_036491240.1	XP_036574481.2
OG0011403	XP_036490813.1	XP_036574468.2
OG0011404	XP_036488110.1	XP_036587960.1
OG0011406	XP_036490471.1	XP_036580756.1
OG0011407	XP_036491132.1	XP_036580828.1
OG0011411	XP_036494928.1	XP_036577831.1
OG0011414	XP_036491991.1	XP_036575277.1
OG0011417	XP_036495004.1	XP_036581254.1
OG0011418	XP_036488336.1	XP_070060368.1
OG0011421	XP_036497595.1	XP_036577443.1
OG0011423	XP_036499517.1	XP_036581275.1
OG0011433	XP_036500149.1	XP_036587172.1
OG0011436	XP_036495084.1	XP_036580345.1
OG0011441	XP_036499208.1	XP_036584111.2
OG0011444	XP_036499015.1	XP_036584173.1
OG0011448	XP_036500362.1	XP_036584278.1
OG0011450	XP_036492583.1	XP_036587497.1
OG0011454	XP_036492409.1	XP_070061029.1
OG0011457	XP_036501236.1	XP_070060255.1
OG0011462	XP_036501331.1	XP_036583590.1
OG0011463	XP_036496277.1	XP_036576881.1
OG0011464	XP_036501840.1	XP_036583724.1
OG0011466	XP_036498006.1	XP_036578425.1
OG0011469	XP_036498932.1	XP_036578377.1
OG0011472	XP_036494736.1	XP_036575926.1
OG0011473	XP_036494153.1	XP_036575927.1
OG0011486	XP_036495601.1	XP_036577359.2
OG0011488	XP_036494968.1	XP_036582669.1
OG0011498	XP_036488604.1	XP_036586139.1
OG0011503	XP_036489256.1	XP_070059992.1
OG0011506	XP_036495026.1	XP_036583279.1
OG0011507	XP_036489482.1	XP_070059999.1
OG0011512	XP_036501217.1	XP_070059956.1
OG0011520	XP_036492061.1	XP_036578489.1
OG0011521	XP_036496049.1	XP_036586618.1
OG0011522	XP_036495716.1	XP_036586639.2
OG0011530	XP_036492561.1	XP_036581439.1
OG0011533	XP_036498100.1	XP_036579689.1
OG0011535	XP_036492543.1	XP_036578008.1
OG0011537	XP_036492236.1	XP_036577989.2
OG0011538	XP_036491548.1	XP_036577983.1
OG0011540	XP_036501772.1	XP_036574288.1
OG0011541	XP_036501539.1	XP_036581704.1, XP_036576769.1
OG0011542	XP_036493659.1	XP_070061266.1
OG0011547	XP_036497808.1	XP_036584026.1
OG0011548	XP_036491180.1	XP_036580788.1
OG0011551	XP_036492730.1	XP_036575491.1
OG0011553	XP_036488250.1	XP_036588192.1
OG0011566	XP_036492435.1	XP_036574471.1
OG0011567	XP_036500914.1	XP_036587154.1
OG0011568	XP_036499705.1	XP_036587081.1
OG0011571	XP_036498437.1	XP_036582920.1
OG0011574	XP_036497277.1	XP_036577632.1
OG0011579	XP_036497784.1	XP_036581906.1
OG0011582	XP_036497194.1	XP_036581992.1
OG0011583	XP_036498658.1	XP_036582000.1
OG0011584	XP_036498661.1	XP_036578199.1
OG0011588	XP_036496208.1	XP_070062378.1
OG0011591	XP_036498694.1	XP_036582044.2
OG0011593	XP_036498449.1	XP_036582039.1
OG0011601	XP_036489211.1	XP_036589526.1
OG0011604	XP_036488268.1	XP_036581763.1
OG0011605	XP_036492678.1	XP_036582249.1
OG0011609	XP_036493322.1	XP_070061257.1
OG0011613	XP_036493012.1	XP_036583367.1
OG0011617	XP_036500782.1	XP_070061904.1
OG0011619	XP_036500469.1	XP_036576806.1
OG0011620	XP_036500586.1	XP_036576821.1
OG0011621	XP_036499542.1	XP_036576831.1
OG0011625	XP_036488871.1	XP_036581363.1
OG0011627	XP_036502207.1	XP_036578780.1
OG0011631	XP_036495879.1	XP_036579638.1
OG0011637	XP_036495892.1	XP_036584719.2
OG0011638	XP_036496799.1	XP_070060271.1
OG0011640	XP_036502651.1	XP_036577502.1
OG0011641	XP_036502648.1	XP_070060112.1
OG0011644	XP_036501588.1	XP_036575347.2
OG0011645	XP_036502806.1	XP_070060142.1
OG0011646	XP_036502838.1	XP_070060136.1
OG0011654	XP_036500766.1	XP_036577362.1
OG0011655	XP_036496852.1	XP_036586745.1
OG0011658	XP_036490933.1	XP_036583699.1
OG0011659	XP_036493363.1	XP_036579856.1
OG0011660	XP_036491243.1	XP_036577809.1
OG0011667	XP_036491962.1	XP_036574272.1
OG0011669	XP_036493991.1	XP_036581240.1
OG0011671	XP_036493207.1	XP_036586936.1
OG0011674	XP_036496150.1	XP_036586899.1
OG0011679	XP_036495402.1	XP_036580222.2
OG0011683	XP_036499271.1	XP_036587181.1
OG0011687	XP_036494072.1	XP_070060565.1
OG0011689	XP_036498092.1	XP_036581873.1
OG0011690	XP_036490152.1	XP_036575204.1
OG0011693	XP_036492793.1	XP_070061134.1
OG0011694	XP_036493320.1	XP_036582259.2
OG0011697	XP_036489247.1	XP_036586850.1
OG0011698	XP_036500186.1	XP_036586849.1
OG0011699	XP_036487991.1	XP_036581784.1
OG0011700	XP_036489904.1	XP_036589785.1
OG0011702	XP_036490709.1	XP_036574876.1
OG0011703	XP_036497090.1	XP_036578437.1
OG0011704	XP_036497139.1	XP_036578456.2
OG0011705	XP_036497032.1	XP_036578409.1
OG0011706	XP_036500202.1	XP_036586118.1
OG0011707	XP_036500284.1	XP_036586107.1
OG0011708	XP_036499850.1	XP_036585989.1
OG0011711	XP_036490279.1	XP_036588877.1
OG0011717	XP_036488764.1	XP_036586221.1
OG0011718	XP_036492107.1	XP_036575618.1
OG0011719	XP_036491721.1	XP_036575619.1
OG0011720	XP_036487826.1	XP_036575090.2
OG0011722	XP_036488696.1	XP_036586409.1
OG0011723	XP_036490981.1	XP_036588377.1, XP_036578876.1
OG0011724	XP_036488979.1	XP_036586401.1
OG0011725	XP_036487956.1	XP_036574744.1
OG0011726	XP_036488563.1	XP_036579715.1, XP_036576458.1
OG0011727	XP_036488029.1	XP_036586361.1
OG0011729	XP_036492962.1	XP_036576079.1
OG0011733	XP_036501385.1	XP_036585216.1
OG0011734	XP_036499462.1	XP_036587247.1
OG0011735	XP_036499507.1	XP_036577591.1, XP_036589081.1, XP_036587287.1
OG0011736	XP_036498424.1	XP_036579306.1
OG0011737	XP_036492355.1	XP_036576167.1
OG0011738	XP_036495324.1	XP_070061957.1, XP_070061190.1
OG0011739	XP_036496101.1	XP_036586884.1
OG0011740	XP_036495164.1	XP_036575214.1
OG0011741	XP_036494936.1, XP_036491434.1	XP_036581707.2
OG0011742	XP_036488557.1	XP_070060695.1
OG0011744	XP_036501018.1, XP_036488171.1	XP_036579361.1
OG0011746	XP_036501780.1	XP_070060192.1
OG0011747	XP_036498984.1	XP_036578118.1
OG0011749	XP_036492503.1	XP_036576760.2
OG0011750	XP_036493447.1	XP_036575498.1
OG0011755	XP_036488853.1	XP_036588220.1
OG0011758	XP_036498121.1	XP_036578406.1
OG0011759	XP_036488210.1	XP_036586487.1
OG0011760	XP_036497491.1	XP_036581611.1
OG0011761	XP_036490796.1	XP_036578929.1
OG0011762	XP_036500765.1	XP_036581694.1
OG0011763	XP_036500770.1	XP_036581700.1
OG0011764	XP_036498415.1	XP_036581168.1, XP_036575700.1
OG0011765	XP_036498078.1, XP_036495072.1	XP_036577600.1
OG0011766	XP_036496740.1	XP_036577418.2
OG0011767	XP_036495790.1	XP_036577361.1
OG0011768	XP_036496476.1	XP_036576675.1
OG0011770	XP_036499289.1	XP_036576926.1
OG0011771	XP_036493164.1	XP_036576957.1, XP_070061103.1
OG0011772	XP_036502350.1	XP_070060540.1
OG0011774	XP_036492124.1	XP_036576418.1
OG0011776	XP_036493456.1	XP_036579852.1, XP_070060448.1
OG0011777	XP_036492994.1	XP_036575947.1, XP_036579886.1
OG0011778	XP_036495560.1	XP_036577078.1
OG0011779	XP_036496424.1	XP_036586808.1
OG0011781	XP_036501431.1	XP_036577469.1
OG0011784	XP_036489960.1	XP_036589274.1
OG0011785	XP_036489600.1	XP_036574177.1
OG0011786	XP_036491088.1	XP_036588692.1
OG0011787	XP_036498814.1	XP_070059967.1, XP_036581813.1
OG0011788	XP_036498571.1	XP_036581884.1
OG0011789	XP_036497835.1	XP_036582497.1
OG0011790	XP_036489797.1	XP_036587201.1, XP_036579401.2
OG0011792	XP_036489340.1	XP_036581772.1
OG0011793	XP_036489403.1	XP_036576736.1, XP_036588566.1
OG0011795	XP_036491613.1	XP_036581381.1, XP_036581380.1
OG0011796	XP_036491914.1	XP_036586956.1, XP_036581426.1
OG0011799	XP_036491521.1	XP_036575536.1
OG0011800	XP_036502678.1	XP_036576911.1, XP_070061613.1
OG0011802	XP_036492533.1, XP_036501728.1	XP_036575096.1
OG0011803	XP_036488115.1	XP_036587283.1, XP_036578801.1
OG0011804	XP_036495466.1	XP_036580245.1, XP_070059735.1, XP_036589877.1
OG0011805	XP_036495943.1	XP_036578092.1
OG0011806	XP_036495501.1	XP_036578182.2, XP_070061847.1
OG0011807	XP_036489016.1, XP_036495500.1	XP_036578181.1
OG0011808	XP_036494971.1	XP_036586917.2
OG0011809	XP_036491091.1	XP_036589068.1
OG0011810	XP_036493923.1	XP_036579355.2
OG0011812	XP_036494345.1	XP_036582753.1
OG0011814	XP_036499036.1	XP_036580221.1
OG0011815	XP_036488041.1	XP_036579338.2
OG0011816	XP_036493246.1	XP_070061172.1, XP_036579740.1
OG0011817	XP_036491933.1	XP_036587134.1, XP_036576214.1
OG0011818	XP_036489675.1, XP_036489676.1	XP_036589856.1
OG0011833	XP_036497814.1	XP_070062605.1
OG0011843	XP_036502778.1	XP_036585607.1
OG0011844	XP_036502582.1	XP_036585337.1
OG0011851	XP_036490084.1	XP_036577238.1
OG0011856	XP_036494446.1	XP_036581345.2
OG0011859	XP_036500561.1	XP_070062093.1
OG0011879	XP_036490873.1	XP_070061434.1
OG0011880	XP_036490357.1	XP_036588929.1
OG0011881	XP_036491698.1	XP_036578503.1
OG0011884	XP_036492386.1	XP_070060050.1
OG0011900	XP_036493761.1	XP_070061098.1
OG0011920	XP_036494266.1	XP_036574500.1
OG0011948	XP_036493298.1	XP_036579793.1
OG0011957	XP_036502685.1	XP_036583937.1
OG0011962	XP_036492931.1	XP_036583494.1
OG0011978	XP_036487864.1	XP_036574946.1
OG0011982	XP_036500475.1	XP_036581789.1
OG0011987	XP_036495334.1	XP_036586427.1
OG0011999	XP_036489491.1	XP_036584911.1
OG0012012	XP_036492547.1	XP_036576322.1
OG0012014	XP_036501969.1	XP_036574887.1
OG0012032	XP_036502208.1	XP_036578779.1
OG0012036	XP_036493977.1	XP_036582065.1
OG0012058	XP_036494133.1	XP_036582730.1
OG0012104	XP_036488289.1	XP_036574695.1
OG0012111	XP_036488390.1	XP_036586463.1
OG0012138	XP_036488935.1	XP_036580062.1
OG0012142	XP_036499612.1	XP_036576810.1
OG0012145	XP_036488117.1	XP_036580400.1
OG0012166	XP_036502451.1	XP_036575874.1
OG0012191	XP_036499447.1	XP_036587315.1
OG0012193	XP_036502701.1	XP_070060537.1
OG0012198	XP_036492625.1	XP_036575052.2
OG0012201	XP_036495988.1	XP_036579530.1
OG0012202	XP_036489555.1	XP_036589758.1
OG0012206	XP_036488238.1	XP_070060724.1
OG0012213	XP_036495305.1	XP_070060317.1
OG0012215	XP_036494921.1	XP_036583267.1
OG0012217	XP_036498247.1	XP_036582945.1
OG0012222	XP_036501912.1	XP_036583712.1
OG0012226	XP_036493668.1	XP_036575452.1
OG0012227	XP_036490637.1	XP_036579113.2
OG0012228	XP_036488213.1	XP_036586204.1
OG0012229	XP_036500721.1	XP_036576872.1
OG0012231	XP_036492043.1	XP_036581709.1
OG0012232	XP_036495718.1	XP_036586837.1
OG0012233	XP_036493452.1	XP_036574486.2
OG0012235	XP_036487888.1	XP_036574928.1
OG0012236	XP_036491014.1	XP_036589188.1
OG0012237	XP_036501547.1	XP_036576985.1
OG0012238	XP_036488695.1	XP_036586410.1
OG0012241	XP_036499946.1	XP_036579798.1
OG0012242	XP_036499005.1	XP_036576197.1
OG0012243	XP_036499007.1	XP_036584658.2, XP_070062140.1
OG0012245	XP_036488919.1	XP_036588240.1
OG0012246	XP_036488907.1	XP_036586345.1
OG0012247	XP_036488561.1	XP_036575168.1
OG0012248	XP_036489011.1	XP_036586347.1
OG0012249	XP_036494611.1	XP_070060582.1
OG0012252	XP_036487905.1	XP_036587688.1, XP_070060009.1
OG0012253	XP_036500146.1	XP_036578141.1
OG0012255	XP_036499267.1	XP_036587184.1
OG0012256	XP_036492966.1	XP_036576076.1
OG0012257	XP_036492969.1	XP_036574400.1
OG0012258	XP_036492968.1	XP_036574399.1
OG0012260	XP_036488902.1	XP_036583803.1
OG0012261	XP_036488901.1	XP_036583804.1
OG0012262	XP_036488959.1	XP_036576681.1
OG0012263	XP_036493528.1	XP_036582226.1
OG0012265	XP_036501028.1	XP_036577157.1
OG0012270	XP_036499649.1	XP_036579938.1
