Orthogroup	Colletotrichum_karsti	Colletotrichum_abscissum
OG0008864	XP_038742923.1	XP_060405557.1
OG0008865	XP_038742924.1	XP_060405558.1
OG0008866	XP_038742925.1	XP_060405560.1
OG0008867	XP_038742940.1	XP_060405574.1
OG0008868	XP_038742941.1	XP_060405576.1
OG0008869	XP_038742952.1	XP_060405580.1
OG0008870	XP_038742958.1	XP_060405584.1
OG0008871	XP_038742959.1	XP_060405586.1
OG0008872	XP_038742960.1	XP_060405587.1
OG0008873	XP_038742961.1	XP_060405588.1
OG0008874	XP_038742973.1	XP_060405590.1
OG0008875	XP_038742971.1	XP_060405592.1
OG0008876	XP_038742970.1	XP_060405593.1
OG0008877	XP_038742968.1, XP_038746180.1	XP_060405595.1
OG0008878	XP_038742966.1	XP_060405596.1
OG0008879	XP_038742965.1	XP_060405598.1
OG0008880	XP_038742963.1	XP_060405602.1
OG0008881	XP_038742975.1	XP_060405604.1
OG0008882	XP_038748230.1	XP_060405611.1
OG0008883	XP_038742985.1	XP_060405613.1
OG0008884	XP_038742984.1	XP_060405615.1
OG0008885	XP_038742987.1	XP_060405618.1
OG0008886	XP_038742986.1	XP_060405623.1
OG0008887	XP_038743018.1	XP_060405625.1
OG0008888	XP_038743017.1	XP_060405626.1
OG0008889	XP_038743016.1	XP_060405627.1
OG0008890	XP_038743015.1	XP_060405629.1
OG0008891	XP_038743014.1	XP_060405630.1
OG0008892	XP_038743013.1	XP_060405634.1
OG0008893	XP_038743012.1	XP_060405635.1
OG0008894	XP_038743011.1	XP_060405636.1
OG0008896	XP_038742354.1	XP_060405643.1
OG0008897	XP_038743004.1	XP_060405647.1
OG0008898	XP_038743005.1	XP_060405648.1
OG0008899	XP_038743006.1	XP_060405649.1
OG0008900	XP_038743007.1	XP_060405650.1
OG0008901	XP_038743008.1	XP_060405651.1
OG0008902	XP_038743009.1	XP_060405652.1
OG0008903	XP_038742995.1	XP_060405658.1
OG0008904	XP_038742994.1	XP_060405659.1
OG0008905	XP_038742993.1	XP_060405660.1
OG0008906	XP_038742991.1	XP_060405663.1
OG0008907	XP_038742990.1	XP_060405664.1
OG0008908	XP_038742989.1	XP_060405666.1
OG0008909	XP_038742988.1	XP_060405667.1
OG0008910	XP_038743025.1	XP_060405670.1
OG0008911	XP_038743024.1	XP_060405671.1
OG0008912	XP_038743023.1	XP_060405672.1
OG0008913	XP_038743022.1	XP_060405673.1
OG0008914	XP_038743027.1	XP_060405676.1
OG0008915	XP_038743028.1	XP_060405677.1
OG0008916	XP_038743029.1	XP_060405678.1
OG0008917	XP_038743030.1	XP_060405679.1
OG0008918	XP_038743031.1	XP_060405680.1
OG0008919	XP_038743033.1	XP_060405682.1
OG0008920	XP_038743035.1	XP_060405684.1
OG0008921	XP_038743036.1	XP_060405685.1
OG0008922	XP_038743037.1	XP_060405686.1
OG0008923	XP_038743038.1	XP_060405688.1
OG0008924	XP_038743039.1	XP_060405690.1
OG0008925	XP_038743040.1	XP_060405692.1
OG0008926	XP_038743042.1	XP_060405693.1
OG0008927	XP_038743045.1	XP_060405700.1
OG0008928	XP_038743046.1	XP_060405701.1
OG0008929	XP_038743047.1	XP_060405702.1
OG0008930	XP_038743048.1	XP_060405703.1
OG0008931	XP_038743049.1	XP_060405704.1
OG0008932	XP_038743050.1	XP_060405705.1
OG0008933	XP_038743051.1	XP_060405706.1
OG0008934	XP_038743053.1	XP_060405709.1
OG0008935	XP_038743054.1	XP_060405710.1
OG0008936	XP_038743055.1	XP_060405711.1
OG0008937	XP_038743056.1	XP_060405712.1
OG0008938	XP_038743060.1	XP_060405721.1
OG0008939	XP_038743061.1	XP_060405722.1
OG0008940	XP_038743062.1	XP_060405724.1
OG0008941	XP_038743063.1	XP_060405725.1
OG0008942	XP_038743064.1	XP_060405726.1
OG0008943	XP_038743065.1	XP_060405727.1
OG0008944	XP_038743067.1	XP_060405729.1
OG0008945	XP_038743068.1	XP_060405730.1
OG0008946	XP_038743069.1	XP_060405731.1
OG0008947	XP_038743070.1	XP_060405732.1
OG0008948	XP_038743071.1	XP_060405733.1
OG0008949	XP_038743073.1	XP_060405736.1
OG0008950	XP_038743075.1	XP_060405738.1
OG0008951	XP_038738721.1	XP_060405739.1
OG0008952	XP_038738720.1	XP_060405740.1
OG0008953	XP_038738719.1	XP_060405741.1
OG0008954	XP_038738718.1	XP_060405742.1
OG0008955	XP_038738715.1	XP_060405747.1
OG0008956	XP_038738714.1	XP_060405748.1
OG0008957	XP_038738712.1	XP_060405750.1
OG0008958	XP_038738711.1	XP_060405752.1
OG0008959	XP_038738710.1	XP_060405755.1
OG0008960	XP_038738894.1	XP_060405757.1
OG0008961	XP_038738893.1	XP_060405758.1
OG0008962	XP_038738892.1	XP_060405759.1
OG0008963	XP_038738890.1	XP_060405763.1
OG0008964	XP_038738888.1	XP_060405765.1
OG0008965	XP_038738886.1	XP_060405769.1
OG0008966	XP_038738885.1	XP_060405771.1
OG0008967	XP_038738884.1	XP_060405772.1
OG0008968	XP_038738883.1	XP_060405774.1
OG0008969	XP_038738896.1	XP_060405778.1
OG0008970	XP_038738897.1	XP_060405779.1
OG0008971	XP_038738899.1	XP_060405783.1
OG0008972	XP_038738900.1	XP_060405784.1
OG0008973	XP_038738902.1	XP_060405786.1
OG0008974	XP_038738904.1	XP_060405790.1
OG0008975	XP_038748428.1	XP_060405793.1
OG0008976	XP_038748430.1	XP_060405794.1
OG0008977	XP_038748431.1	XP_060405796.1
OG0008978	XP_038748432.1	XP_060405797.1
OG0008979	XP_038748433.1	XP_060405799.1
OG0008980	XP_038748434.1	XP_060405801.1
OG0008981	XP_038748436.1	XP_060405802.1
OG0008982	XP_038748437.1	XP_060405803.1
OG0008983	XP_038748439.1	XP_060405804.1
OG0008984	XP_038748440.1	XP_060405806.1
OG0008985	XP_038748445.1	XP_060405808.1
OG0008986	XP_038748444.1	XP_060405809.1
OG0008987	XP_038748443.1	XP_060405810.1
OG0008988	XP_038748442.1	XP_060405812.1
OG0008989	XP_038748447.1	XP_060405814.1
OG0008990	XP_038748448.1	XP_060405816.1
OG0008991	XP_038748449.1	XP_060405818.1
OG0008992	XP_038748505.1	XP_060405820.1
OG0008993	XP_038748506.1	XP_060405822.1
OG0008994	XP_038748509.1	XP_060405823.1
OG0008995	XP_038748510.1	XP_060405826.1
OG0008996	XP_038748512.1	XP_060405830.1
OG0008997	XP_038748513.1	XP_060405831.1
OG0008998	XP_038748483.1	XP_060405835.1
OG0008999	XP_038748484.1	XP_060405836.1
OG0009000	XP_038748486.1	XP_060405838.1
OG0009001	XP_038743041.1	XP_060405839.1
OG0009002	XP_038748487.1	XP_060405841.1
OG0009003	XP_038748488.1	XP_060405842.1
OG0009004	XP_038748490.1	XP_060405844.1
OG0009005	XP_038748491.1	XP_060405845.1
OG0009006	XP_038748492.1	XP_060405846.1
OG0009007	XP_038748493.1	XP_060405847.1
OG0009008	XP_038748495.1	XP_060405850.1
OG0009009	XP_038748496.1	XP_060405851.1
OG0009010	XP_038748497.1	XP_060405854.1
OG0009011	XP_038748498.1	XP_060405855.1
OG0009012	XP_038748517.1	XP_060405861.1
OG0009013	XP_038748516.1	XP_060405862.1
OG0009014	XP_038748515.1	XP_060405863.1
OG0009015	XP_038748455.1	XP_060405871.1
OG0009016	XP_038748454.1	XP_060405873.1
OG0009017	XP_038748453.1	XP_060405874.1
OG0009018	XP_038748452.1	XP_060405875.1
OG0009019	XP_038748521.1	XP_060405877.1
OG0009020	XP_038748503.1	XP_060405879.1
OG0009021	XP_038748477.1	XP_060405883.1
OG0009022	XP_038748478.1	XP_060405884.1
OG0009023	XP_038748479.1	XP_060405885.1
OG0009024	XP_038748480.1	XP_060405887.1
OG0009025	XP_038748481.1	XP_060405888.1
OG0009026	XP_038748464.1	XP_060405889.1
OG0009027	XP_038748475.1	XP_060405894.1
OG0009028	XP_038748476.1	XP_060405896.1
OG0009029	XP_038743471.1	XP_060405899.1
OG0009030	XP_038743470.1	XP_060405900.1
OG0009031	XP_038743469.1	XP_060405901.1
OG0009032	XP_038743479.1	XP_060405903.1
OG0009033	XP_038743478.1	XP_060405904.1
OG0009034	XP_038743477.1	XP_060405907.1
OG0009035	XP_038743493.1	XP_060405909.1
OG0009036	XP_038743491.1	XP_060405911.1
OG0009037	XP_038743490.1	XP_060405912.1
OG0009038	XP_038743489.1	XP_060405914.1
OG0009039	XP_038743488.1	XP_060405915.1
OG0009040	XP_038743487.1	XP_060405916.1
OG0009041	XP_038743486.1	XP_060405917.1
OG0009042	XP_038743485.1	XP_060405919.1
OG0009043	XP_038743484.1	XP_060405920.1
OG0009044	XP_038743483.1	XP_060405922.1
OG0009045	XP_038743481.1	XP_060405924.1
OG0009046	XP_038743480.1	XP_060405925.1
OG0009047	XP_038743496.1	XP_060405926.1
OG0009048	XP_038743498.1	XP_060405928.1
OG0009049	XP_038743499.1	XP_060405929.1
OG0009050	XP_038743500.1	XP_060405930.1
OG0009051	XP_038741143.1	XP_060405931.1
OG0009052	XP_038741144.1	XP_060405932.1
OG0009053	XP_038741145.1	XP_060405933.1
OG0009054	XP_038741146.1	XP_060405934.1
OG0009055	XP_038741147.1	XP_060405935.1
OG0009056	XP_038741148.1	XP_060405936.1
OG0009057	XP_038741150.1	XP_060405938.1
OG0009058	XP_038741117.1	XP_060405939.1
OG0009059	XP_038741116.1	XP_060405941.1
OG0009060	XP_038741115.1	XP_060405942.1
OG0009061	XP_038741114.1	XP_060405943.1
OG0009062	XP_038741112.1	XP_060405945.1
OG0009063	XP_038741111.1	XP_060405946.1
OG0009064	XP_038741107.1	XP_060405947.1
OG0009065	XP_038741108.1	XP_060405948.1
OG0009066	XP_038741109.1	XP_060405949.1
OG0009067	XP_038741110.1	XP_060405950.1
OG0009068	XP_038741106.1	XP_060405951.1
OG0009069	XP_038741105.1	XP_060405952.1
OG0009070	XP_038741103.1	XP_060405954.1
OG0009071	XP_038741102.1	XP_060405955.1
OG0009072	XP_038741101.1	XP_060405956.1
OG0009073	XP_038741100.1	XP_060405957.1
OG0009074	XP_038741099.1, XP_038748967.1	XP_060405958.1
OG0009075	XP_038741097.1	XP_060405960.1
OG0009076	XP_038741096.1	XP_060405961.1
OG0009077	XP_038741094.1	XP_060405962.1
OG0009078	XP_038741093.1	XP_060405964.1
OG0009079	XP_038741092.1	XP_060405967.1
OG0009080	XP_038741091.1	XP_060405968.1
OG0009081	XP_038741084.1	XP_060405972.1
OG0009082	XP_038741085.1	XP_060405974.1
OG0009083	XP_038741087.1	XP_060405977.1
OG0009084	XP_038741088.1	XP_060405978.1
OG0009085	XP_038741090.1	XP_060405983.1
OG0009086	XP_038741082.1	XP_060405984.1
OG0009087	XP_038741081.1	XP_060405985.1
OG0009088	XP_038741080.1	XP_060405986.1
OG0009089	XP_038741079.1	XP_060405987.1
OG0009090	XP_038741078.1	XP_060405988.1
OG0009091	XP_038741077.1	XP_060405989.1
OG0009092	XP_038741076.1	XP_060405990.1
OG0009093	XP_038741075.1	XP_060405991.1
OG0009094	XP_038741074.1	XP_060405992.1
OG0009095	XP_038741073.1	XP_060405993.1
OG0009096	XP_038741072.1	XP_060405995.1
OG0009097	XP_038741071.1	XP_060405996.1
OG0009098	XP_038741070.1	XP_060405997.1
OG0009099	XP_038741069.1	XP_060405998.1
OG0009100	XP_038741068.1	XP_060406000.1
OG0009101	XP_038741067.1	XP_060406001.1
OG0009102	XP_038741066.1	XP_060406002.1
OG0009103	XP_038741064.1	XP_060406004.1
OG0009104	XP_038738664.1	XP_060406005.1
OG0009105	XP_038738665.1	XP_060406006.1
OG0009106	XP_038738666.1	XP_060406007.1
OG0009107	XP_038738667.1	XP_060406008.1
OG0009108	XP_038738808.1	XP_060406015.1
OG0009109	XP_038738812.1	XP_060406019.1
OG0009110	XP_038738813.1	XP_060406020.1
OG0009111	XP_038738814.1	XP_060406023.1
OG0009112	XP_038738815.1	XP_060406024.1
OG0009113	XP_038738663.1	XP_060406026.1
OG0009114	XP_038738817.1	XP_060406027.1
OG0009115	XP_038738818.1	XP_060406028.1
OG0009116	XP_038738819.1	XP_060406029.1
OG0009117	XP_038738820.1	XP_060406032.1
OG0009118	XP_038738821.1	XP_060406033.1
OG0009119	XP_038738824.1	XP_060406035.1
OG0009120	XP_038738825.1	XP_060406036.1
OG0009121	XP_038738826.1	XP_060406037.1
OG0009122	XP_038738827.1	XP_060406038.1
OG0009123	XP_038738828.1	XP_060406039.1
OG0009124	XP_038745132.1	XP_060406040.1
OG0009125	XP_038745129.1	XP_060406043.1
OG0009126	XP_038745128.1	XP_060406046.1
OG0009127	XP_038745127.1	XP_060406048.1
OG0009128	XP_038745125.1	XP_060406053.1
OG0009129	XP_038745124.1	XP_060406054.1
OG0009130	XP_038745123.1	XP_060406055.1
OG0009131	XP_038745122.1	XP_060406056.1
OG0009132	XP_038745121.1	XP_060406058.1
OG0009133	XP_038745120.1	XP_060406059.1
OG0009134	XP_038745119.1	XP_060406060.1
OG0009135	XP_038745118.1	XP_060406061.1
OG0009136	XP_038745117.1	XP_060406062.1
OG0009137	XP_038745115.1	XP_060406064.1
OG0009138	XP_038745114.1	XP_060406065.1
OG0009139	XP_038745113.1	XP_060406067.1
OG0009140	XP_038745110.1	XP_060406072.1
OG0009141	XP_038745109.1	XP_060406077.1
OG0009142	XP_038745108.1	XP_060406079.1
OG0009143	XP_038745107.1	XP_060406080.1
OG0009144	XP_038745105.1	XP_060406082.1
OG0009145	XP_038745104.1	XP_060406083.1
OG0009146	XP_038745103.1	XP_060406084.1
OG0009147	XP_038745102.1	XP_060406085.1
OG0009148	XP_038745101.1	XP_060406086.1
OG0009149	XP_038745099.1	XP_060406088.1
OG0009150	XP_038745098.1	XP_060406089.1
OG0009151	XP_038745097.1	XP_060406090.1
OG0009152	XP_038745096.1	XP_060406092.1
OG0009153	XP_038745095.1	XP_060406093.1
OG0009154	XP_038745094.1	XP_060406094.1
OG0009155	XP_038745093.1	XP_060406095.1
OG0009156	XP_038745092.1	XP_060406096.1
OG0009158	XP_038745091.1	XP_060406100.1
OG0009159	XP_038745090.1	XP_060406101.1
OG0009160	XP_038745089.1	XP_060406102.1
OG0009161	XP_038745088.1	XP_060406103.1
OG0009162	XP_038745087.1	XP_060406105.1
OG0009163	XP_038745086.1	XP_060406106.1
OG0009164	XP_038745085.1	XP_060406107.1
OG0009165	XP_038745084.1	XP_060406108.1
OG0009166	XP_038745083.1	XP_060406110.1
OG0009167	XP_038745082.1	XP_060406112.1
OG0009168	XP_038745081.1	XP_060406113.1
OG0009169	XP_038745080.1	XP_060406114.1
OG0009170	XP_038745078.1	XP_060406116.1
OG0009171	XP_038745077.1	XP_060406117.1
OG0009172	XP_038745074.1	XP_060406120.1
OG0009173	XP_038745072.1	XP_060406124.1
OG0009174	XP_038745070.1	XP_060406126.1
OG0009175	XP_038745069.1	XP_060406127.1
OG0009176	XP_038745068.1	XP_060406129.1
OG0009177	XP_038745067.1	XP_060406132.1
OG0009178	XP_038745066.1	XP_060406135.1
OG0009179	XP_038745065.1	XP_060406136.1
OG0009180	XP_038745064.1	XP_060406137.1
OG0009181	XP_038745059.1	XP_060406141.1
OG0009182	XP_038745061.1	XP_060406143.1
OG0009183	XP_038745063.1	XP_060406148.1
OG0009184	XP_038745058.1	XP_060406149.1
OG0009185	XP_038745057.1	XP_060406150.1
OG0009186	XP_038745056.1	XP_060406151.1
OG0009187	XP_038745055.1	XP_060406153.1
OG0009188	XP_038745054.1	XP_060406154.1
OG0009189	XP_038745053.1	XP_060406155.1
OG0009190	XP_038745052.1	XP_060406156.1
OG0009191	XP_038745051.1	XP_060406157.1
OG0009192	XP_038745049.1	XP_060406160.1
OG0009193	XP_038745048.1	XP_060406161.1
OG0009194	XP_038745047.1	XP_060406162.1
OG0009195	XP_038745046.1	XP_060406164.1
OG0009196	XP_038745045.1	XP_060406165.1
OG0009197	XP_038745041.1	XP_060406177.1
OG0009198	XP_038745040.1	XP_060406178.1
OG0009199	XP_038745038.1	XP_060406182.1
OG0009200	XP_038745037.1	XP_060406186.1
OG0009201	XP_038745035.1	XP_060406188.1
OG0009202	XP_038745034.1	XP_060406189.1
OG0009203	XP_038746777.1	XP_060406191.1
OG0009204	XP_038746776.1	XP_060406192.1
OG0009205	XP_038746775.1	XP_060406193.1
OG0009206	XP_038746773.1	XP_060406195.1
OG0009207	XP_038746772.1	XP_060406196.1
OG0009208	XP_038746771.1	XP_060406197.1
OG0009209	XP_038746770.1	XP_060406201.1
OG0009210	XP_038746769.1	XP_060406202.1
OG0009211	XP_038746768.1	XP_060406203.1
OG0009212	XP_038746767.1	XP_060406204.1
OG0009213	XP_038746756.1	XP_060406207.1
OG0009214	XP_038746757.1	XP_060406208.1
OG0009215	XP_038746758.1	XP_060406210.1
OG0009216	XP_038746759.1	XP_060406214.1
OG0009217	XP_038746760.1	XP_060406215.1
OG0009218	XP_038746763.1	XP_060406222.1
OG0009219	XP_038746764.1	XP_060406224.1
OG0009220	XP_038746765.1	XP_060406225.1
OG0009221	XP_038746766.1	XP_060406226.1
OG0009222	XP_038746779.1	XP_060406235.1
OG0009223	XP_038746780.1	XP_060406239.1
OG0009224	XP_038746781.1	XP_060406240.1
OG0009225	XP_038746782.1	XP_060406242.1
OG0009226	XP_038746783.1	XP_060406243.1
OG0009227	XP_038746784.1	XP_060406246.1
OG0009228	XP_038744943.1	XP_060406247.1
OG0009229	XP_038744942.1	XP_060406249.1
OG0009230	XP_038744941.1	XP_060406251.1
OG0009231	XP_038744940.1	XP_060406252.1
OG0009232	XP_038744939.1	XP_060406253.1
OG0009233	XP_038744938.1	XP_060406254.1
OG0009234	XP_038744932.1, XP_038744933.1	XP_060406255.1
OG0009235	XP_038744949.1	XP_060406258.1
OG0009236	XP_038744950.1	XP_060406261.1
OG0009237	XP_038744951.1	XP_060406264.1
OG0009238	XP_038744952.1	XP_060406265.1
OG0009239	XP_038744953.1	XP_060406266.1
OG0009240	XP_038744954.1	XP_060406267.1
OG0009241	XP_038744955.1	XP_060406268.1
OG0009242	XP_038744956.1	XP_060406269.1
OG0009243	XP_038744957.1	XP_060406270.1
OG0009244	XP_038744958.1	XP_060406271.1
OG0009245	XP_038744959.1	XP_060406272.1
OG0009246	XP_038744960.1	XP_060406273.1
OG0009247	XP_038746824.1	XP_060406277.1
OG0009248	XP_038746821.1	XP_060406278.1
OG0009249	XP_038746820.1	XP_060406279.1
OG0009250	XP_038746816.1	XP_060406281.1
OG0009251	XP_038746817.1	XP_060406286.1
OG0009252	XP_038746818.1	XP_060406287.1
OG0009253	XP_038746815.1	XP_060406288.1
OG0009254	XP_038746814.1	XP_060406289.1
OG0009255	XP_038746813.1	XP_060406290.1
OG0009256	XP_038746812.1	XP_060406291.1
OG0009257	XP_038746811.1	XP_060406294.1
OG0009258	XP_038746809.1	XP_060406299.1
OG0009259	XP_038746807.1	XP_060406301.1
OG0009260	XP_038746806.1	XP_060406302.1
OG0009261	XP_038746805.1	XP_060406304.1
OG0009262	XP_038746804.1	XP_060406305.1
OG0009263	XP_038746803.1	XP_060406309.1
OG0009264	XP_038746801.1	XP_060406311.1
OG0009265	XP_038746799.1	XP_060406314.1
OG0009266	XP_038746798.1	XP_060406317.1
OG0009267	XP_038746797.1	XP_060406320.1
OG0009268	XP_038746796.1	XP_060406321.1
OG0009269	XP_038746795.1	XP_060406323.1
OG0009270	XP_038746794.1	XP_060406324.1
OG0009271	XP_038746793.1	XP_060406326.1
OG0009272	XP_038746792.1	XP_060406327.1
OG0009273	XP_038746791.1	XP_060406328.1
OG0009274	XP_038746790.1	XP_060406329.1
OG0009275	XP_038746789.1	XP_060406331.1
OG0009276	XP_038746787.1	XP_060406334.1
OG0009277	XP_038746786.1	XP_060406335.1
OG0009278	XP_038744931.1	XP_060406336.1
OG0009279	XP_038744930.1	XP_060406337.1
OG0009280	XP_038746747.1	XP_060406353.1
OG0009281	XP_038746746.1	XP_060406355.1
OG0009282	XP_038746745.1	XP_060406356.1
OG0009283	XP_038746743.1	XP_060406358.1
OG0009284	XP_038746742.1	XP_060406359.1
OG0009285	XP_038746741.1	XP_060406363.1
OG0009286	XP_038746740.1	XP_060406364.1
OG0009287	XP_038746748.1	XP_060406369.1
OG0009288	XP_038745030.1	XP_060406372.1
OG0009289	XP_038745029.1	XP_060406373.1
OG0009290	XP_038745028.1	XP_060406374.1
OG0009291	XP_038745027.1	XP_060406375.1
OG0009292	XP_038745026.1	XP_060406376.1
OG0009293	XP_038745024.1	XP_060406378.1
OG0009294	XP_038745023.1	XP_060406380.1
OG0009295	XP_038745022.1	XP_060406381.1
OG0009296	XP_038745021.1	XP_060406383.1
OG0009297	XP_038745020.1	XP_060406385.1
OG0009298	XP_038745019.1	XP_060406387.1
OG0009299	XP_038745018.1	XP_060406389.1
OG0009300	XP_038745017.1	XP_060406390.1
OG0009301	XP_038745014.1	XP_060406393.1
OG0009302	XP_038745013.1	XP_060406394.1
OG0009303	XP_038745012.1	XP_060406395.1
OG0009304	XP_038741661.1	XP_060406398.1
OG0009305	XP_038745007.1	XP_060406402.1
OG0009306	XP_038745006.1	XP_060406403.1
OG0009307	XP_038745005.1	XP_060406405.1
OG0009308	XP_038745004.1	XP_060406406.1
OG0009309	XP_038745003.1	XP_060406409.1
OG0009310	XP_038745002.1	XP_060406411.1
OG0009311	XP_038745001.1	XP_060406412.1
OG0009312	XP_038745000.1	XP_060406413.1
OG0009313	XP_038744999.1	XP_060406414.1
OG0009314	XP_038744998.1	XP_060406415.1
OG0009315	XP_038744989.1	XP_060406419.1
OG0009316	XP_038744984.1	XP_060406422.1
OG0009317	XP_038744985.1	XP_060406423.1
OG0009318	XP_038744986.1	XP_060406424.1
OG0009319	XP_038744987.1	XP_060406430.1
OG0009320	XP_038744988.1	XP_060406433.1
OG0009321	XP_038744974.1	XP_060406441.1
OG0009322	XP_038744975.1	XP_060406442.1
OG0009323	XP_038744976.1	XP_060406443.1
OG0009324	XP_038744977.1	XP_060406444.1
OG0009325	XP_038744979.1	XP_060406446.1
OG0009326	XP_038744980.1	XP_060406448.1
OG0009327	XP_038744981.1	XP_060406449.1
OG0009328	XP_038744982.1	XP_060406450.1
OG0009329	XP_038746836.1	XP_060406462.1
OG0009330	XP_038746835.1	XP_060406463.1
OG0009331	XP_038746834.1	XP_060406464.1
OG0009332	XP_038746833.1	XP_060406465.1
OG0009333	XP_038746832.1	XP_060406466.1
OG0009334	XP_038742338.1	XP_060406468.1
OG0009335	XP_038742557.1	XP_060406470.1
OG0009336	XP_038744910.1	XP_060406483.1
OG0009337	XP_038742470.1	XP_060406492.1
OG0009338	XP_038742468.1	XP_060406494.1
OG0009339	XP_038742458.1	XP_060406499.1
OG0009340	XP_038742459.1	XP_060406500.1
OG0009341	XP_038742460.1	XP_060406502.1
OG0009342	XP_038742461.1	XP_060406503.1
OG0009343	XP_038742462.1	XP_060406504.1
OG0009344	XP_038742463.1	XP_060406505.1
OG0009345	XP_038742464.1	XP_060406506.1
OG0009346	XP_038742465.1	XP_060406507.1
OG0009347	XP_038742466.1	XP_060406509.1
OG0009348	XP_038742453.1	XP_060406512.1
OG0009349	XP_038742451.1	XP_060406520.1
OG0009350	XP_038749001.1	XP_060406524.1
OG0009351	XP_038742419.1	XP_060406526.1
OG0009352	XP_038742422.1	XP_060406527.1
OG0009353	XP_038742423.1	XP_060406529.1
OG0009354	XP_038742425.1	XP_060406532.1
OG0009355	XP_038742427.1	XP_060406534.1
OG0009356	XP_038742448.1	XP_060406535.1
OG0009357	XP_038742447.1	XP_060406536.1
OG0009358	XP_038742444.1	XP_060406538.1
OG0009359	XP_038742440.1	XP_060406540.1
OG0009360	XP_038742439.1	XP_060406541.1
OG0009361	XP_038742438.1	XP_060406542.1
OG0009362	XP_038742437.1	XP_060406543.1
OG0009363	XP_038742436.1	XP_060406544.1
OG0009364	XP_038742434.1	XP_060406546.1
OG0009365	XP_038742433.1	XP_060406547.1
OG0009366	XP_038742432.1	XP_060406549.1
OG0009367	XP_038742150.1	XP_060406553.1
OG0009368	XP_038742149.1	XP_060406554.1
OG0009369	XP_038742143.1	XP_060406561.1
OG0009370	XP_038742141.1	XP_060406564.1
OG0009371	XP_038742140.1	XP_060406566.1
OG0009372	XP_038742139.1	XP_060406567.1
OG0009373	XP_038742138.1	XP_060406568.1
OG0009374	XP_038742137.1	XP_060406569.1
OG0009375	XP_038742136.1	XP_060406570.1
OG0009376	XP_038742135.1	XP_060406571.1
OG0009377	XP_038742132.1	XP_060406574.1
OG0009378	XP_038742134.1	XP_060406578.1
OG0009379	XP_038742130.1	XP_060406579.1
OG0009380	XP_038742129.1	XP_060406581.1
