Orthogroup	Colletotrichum_abscissum	Colletotrichum_truncatum
OG0009288	XP_060406372.1	XP_070060137.1
OG0009289	XP_060406373.1	XP_070060138.1
OG0009290	XP_060406374.1	XP_070060139.1
OG0009291	XP_060406375.1	XP_070060140.1
OG0009292	XP_060406376.1	XP_036578220.1
OG0009293	XP_060406378.1	XP_036578219.1
OG0009294	XP_060406380.1	XP_036578217.1
OG0009295	XP_060406381.1	XP_036578216.1
OG0009296	XP_060406383.1	XP_036578214.1
OG0009297	XP_060406385.1	XP_070060141.1
OG0009298	XP_060406387.1	XP_036578211.1
OG0009299	XP_060406389.1	XP_036578210.1
OG0009300	XP_060406390.1	XP_036578209.1
OG0009301	XP_060406393.1	XP_036578206.2
OG0009302	XP_060406394.1	XP_036578205.1
OG0009303	XP_060406395.1	XP_036578204.1
OG0009304	XP_060406398.1	XP_036587740.1
OG0009305	XP_060406402.1	XP_036578225.1
OG0009306	XP_060406403.1	XP_036578226.1
OG0009307	XP_060406405.1	XP_036578228.1
OG0009308	XP_060406406.1	XP_036578229.2
OG0009309	XP_060406409.1	XP_036578232.1
OG0009310	XP_060406411.1	XP_036578233.1
OG0009311	XP_060406412.1	XP_036578234.1
OG0009312	XP_060406413.1	XP_036578235.1
OG0009313	XP_060406414.1	XP_036578236.1
OG0009314	XP_060406415.1	XP_036578237.1
OG0009315	XP_060406419.1	XP_036578240.1
OG0009316	XP_060406422.1	XP_070060134.1
OG0009317	XP_060406423.1	XP_070060135.1
OG0009318	XP_060406424.1	XP_036578245.1
OG0009319	XP_060406430.1	XP_036578243.1
OG0009320	XP_060406433.1	XP_036578241.2
OG0009321	XP_060406441.1	XP_070060133.1
OG0009322	XP_060406442.1	XP_036578255.1
OG0009323	XP_060406443.1	XP_036578254.1
OG0009324	XP_060406444.1	XP_036578253.1
OG0009325	XP_060406446.1	XP_036578251.1
OG0009326	XP_060406448.1	XP_036578250.1
OG0009327	XP_060406449.1	XP_036578249.1
OG0009328	XP_060406450.1	XP_036578248.1
OG0009329	XP_060406462.1	XP_036577137.1
OG0009330	XP_060406463.1	XP_036577136.1
OG0009331	XP_060406464.1	XP_036577135.1
OG0009332	XP_060406465.1	XP_036577134.1
OG0009333	XP_060406466.1	XP_036577133.1
OG0009334	XP_060406468.1	XP_036580141.1
OG0009335	XP_060406470.1	XP_036586869.1
OG0009336	XP_060406483.1	XP_070060372.1
OG0009337	XP_060406492.1	XP_036586810.1
OG0009338	XP_060406494.1	XP_036586809.1
OG0009339	XP_060406499.1	XP_036586799.1
OG0009340	XP_060406500.1	XP_036586800.2
OG0009341	XP_060406502.1	XP_036586801.1
OG0009342	XP_060406503.1	XP_036586802.1
OG0009343	XP_060406504.1	XP_036586803.1
OG0009344	XP_060406505.1	XP_036586804.1
OG0009345	XP_060406506.1	XP_036586805.1
OG0009346	XP_060406507.1	XP_036586806.1
OG0009347	XP_060406509.1	XP_070060361.1
OG0009348	XP_060406512.1	XP_036586794.1
OG0009349	XP_060406520.1	XP_036589987.1, XP_036587276.1
OG0009350	XP_060406524.1	XP_036589137.1
OG0009351	XP_060406526.1	XP_070060356.1
OG0009352	XP_060406527.1	XP_036586777.1
OG0009353	XP_060406529.1	XP_036586776.1
OG0009354	XP_060406532.1	XP_036586774.1
OG0009355	XP_060406534.1	XP_036586769.1
OG0009356	XP_060406535.1	XP_036586792.1
OG0009357	XP_060406536.1	XP_036586791.1
OG0009358	XP_060406538.1	XP_036586790.1
OG0009359	XP_060406540.1	XP_036586788.1
OG0009360	XP_060406541.1	XP_036586787.1
OG0009361	XP_060406542.1	XP_036586779.1
OG0009362	XP_060406543.1	XP_036586780.1
OG0009363	XP_060406544.1	XP_070060359.1
OG0009364	XP_060406546.1	XP_036586782.2
OG0009365	XP_060406547.1	XP_036586783.1
OG0009366	XP_060406549.1	XP_036586785.1
OG0009367	XP_060406553.1	XP_036586764.1
OG0009368	XP_060406554.1	XP_036586763.1
OG0009369	XP_060406561.1	XP_036586755.1
OG0009370	XP_060406564.1	XP_036586754.1
OG0009371	XP_060406566.1	XP_036586752.1
OG0009372	XP_060406567.1	XP_036586751.1
OG0009373	XP_060406568.1	XP_036586750.1
OG0009374	XP_060406569.1	XP_070060354.1
OG0009375	XP_060406570.1	XP_036586748.1
OG0009376	XP_060406571.1	XP_036586747.1
OG0009377	XP_060406574.1	XP_070060351.1
OG0009378	XP_060406578.1	XP_070060353.1
OG0009379	XP_060406579.1	XP_036586743.1
OG0009380	XP_060406581.1	XP_036586741.1
OG0009381	XP_060406584.1	XP_036586740.1
OG0009382	XP_060406586.1	XP_070060349.1
OG0009383	XP_060406588.1	XP_036586732.1
OG0009452	XP_060389485.1, XP_060403620.1, XP_060403619.1, XP_060405441.1	XP_036584523.1
OG0009454	XP_060389523.1	XP_070061885.1
OG0009455	XP_060389537.1	XP_036588299.1
OG0009456	XP_060389546.1	XP_036588308.1
OG0009457	XP_060389548.1	XP_036588310.1
OG0009458	XP_060389560.1	XP_036588319.1
OG0009459	XP_060389563.1	XP_036588321.1
OG0009460	XP_060389576.1	XP_036583898.1, XP_036588328.2
OG0009461	XP_060389578.1	XP_036588329.1
OG0009462	XP_060389585.1	XP_036588334.1
OG0009463	XP_060389587.1	XP_036588336.1
OG0009466	XP_060389618.1	XP_070062592.1
OG0009468	XP_060389632.1	XP_036588395.1
OG0009469	XP_060389638.1	XP_036588388.1
OG0009470	XP_060389648.1	XP_036588381.2
OG0009471	XP_060389650.1	XP_036588379.1
OG0009472	XP_060389683.1	XP_036588397.1
OG0009473	XP_060389696.1	XP_036588405.1
OG0009474	XP_060389725.1	XP_070062610.1
OG0009475	XP_060389732.1	XP_036588474.1
OG0009476	XP_060389756.1	XP_036588450.1
OG0009477	XP_060389761.1	XP_036588446.1
OG0009478	XP_060389765.1	XP_036588442.2
OG0009480	XP_060389801.1	XP_070062615.1
OG0009482	XP_060389812.1	XP_036588511.1
OG0009484	XP_060389850.1	XP_036588526.1
OG0009485	XP_060389857.1	XP_036588578.1
OG0009486	XP_060389872.1	XP_036588675.1
OG0009487	XP_060389873.1	XP_036588674.1
OG0009489	XP_060389906.1	XP_036588644.1
OG0009490	XP_060389930.1	XP_036588629.2
OG0009495	XP_060389968.1	XP_036588615.1
OG0009496	XP_060389982.1	XP_070062626.1
OG0009497	XP_060389991.1	XP_036588667.1
OG0009501	XP_060389998.1	XP_070060725.1
OG0009503	XP_060390017.1	XP_036589065.2
OG0009504	XP_060390022.1	XP_036584297.1
OG0009505	XP_060390037.1	XP_036585770.1
OG0009506	XP_060390043.1	XP_036575823.1
OG0009507	XP_060390053.1	XP_036587275.1
OG0009508	XP_060390064.1	XP_036584690.1
OG0009509	XP_060390073.1	XP_036584800.1
OG0009510	XP_060390080.1	XP_070060280.1
OG0009514	XP_060390114.1	XP_036583370.1
OG0009515	XP_060390116.1	XP_036583372.1
OG0009516	XP_060390117.1	XP_070061228.1
OG0009517	XP_060390129.1	XP_036583382.1
OG0009518	XP_060390175.1	XP_070060791.1
OG0009519	XP_060390184.1	XP_036585713.1
OG0009520	XP_060390203.1	XP_036585694.1
OG0009521	XP_060402877.1	XP_036577705.1
OG0009521	XP_060390223.1	XP_036576770.1
OG0009522	XP_060390224.1, XP_060395506.1	XP_036576743.2
OG0009523	XP_060390225.1	XP_036574279.1
OG0009525	XP_060390238.1	XP_036577111.1
OG0009526	XP_060390342.1	XP_036585236.1
OG0009527	XP_060390351.1	XP_070061732.1
OG0009528	XP_060390353.1	XP_036585227.1
OG0009530	XP_060390407.1	XP_036585176.1
OG0009531	XP_060390419.1	XP_070061712.1
OG0009533	XP_060390432.1	XP_070061711.1
OG0009535	XP_060390444.1	XP_070061722.1
OG0009537	XP_060390452.1	XP_070061708.1
OG0009538	XP_060390469.1	XP_070061699.1
OG0009539	XP_060390471.1	XP_036580682.1
OG0009540	XP_060390483.1	XP_036580669.1
OG0009541	XP_060390488.1	XP_070061695.1
OG0009542	XP_060390490.1	XP_036580649.1
OG0009543	XP_060390498.1	XP_036580638.1
OG0009544	XP_060390543.1	XP_036580601.2
OG0009545	XP_060390549.1	XP_036580607.1
OG0009546	XP_060390560.1	XP_036580588.1
OG0009548	XP_060390570.1	XP_070061697.1
OG0009549	XP_060390594.1	XP_036580571.2
OG0009550	XP_060390597.1	XP_036580574.1
OG0009551	XP_060390639.1	XP_070061680.1
OG0009552	XP_060390644.1	XP_036580539.1
OG0009553	XP_060390661.1	XP_036580523.2
OG0009554	XP_060390671.1	XP_036580513.1
OG0009555	XP_060390685.1	XP_036585746.1
OG0009556	XP_060390690.1	XP_036585742.1
OG0009557	XP_060390699.1	XP_036585732.1
OG0009558	XP_060390712.1	XP_036585724.1
OG0009559	XP_060390729.1	XP_070062579.1
OG0009560	XP_060390730.1	XP_070062578.1
OG0009561	XP_060390733.1	XP_036588288.1
OG0009562	XP_060390770.1	XP_036586041.1
OG0009563	XP_060390779.1	XP_036586032.1
OG0009565	XP_060390794.1	XP_036578619.1
OG0009566	XP_060390799.1	XP_036578613.1
OG0009567	XP_060390813.1	XP_036578599.2
OG0009568	XP_060390839.1	XP_036586725.1
OG0009570	XP_060390885.1	XP_070061317.1
OG0009573	XP_060390901.1	XP_036575262.1
OG0009574	XP_060390925.1	XP_036584776.1
OG0009575	XP_060390948.1	XP_036583632.1
OG0009576	XP_060392096.1, XP_060390950.1	XP_036587966.1
OG0009577	XP_060390952.1	XP_036587974.1
OG0009578	XP_060390967.1	XP_036587978.1
OG0009579	XP_060390971.1	XP_036588042.1
OG0009580	XP_060390974.1	XP_070060845.1
OG0009581	XP_060390976.1	XP_036588045.1
OG0009583	XP_060391001.1	XP_036589103.1
OG0009584	XP_060391010.1	XP_036579680.1
OG0009585	XP_060391026.1	XP_036589117.1
OG0009586	XP_060391029.1	XP_036589126.1
OG0009587	XP_060391037.1	XP_036589145.2
OG0009588	XP_060391056.1	XP_036578711.1
OG0009589	XP_060391096.1	XP_036578741.1
OG0009590	XP_060391102.1	XP_036578748.1
OG0009591	XP_060391105.1	XP_036578751.1
OG0009592	XP_060391106.1	XP_070060249.1
OG0009593	XP_060391117.1	XP_036582909.1
OG0009594	XP_060391129.1	XP_070062519.1
OG0009595	XP_060391133.1, XP_060395990.1	XP_036582876.1
OG0009596	XP_060391145.1	XP_036582887.1
OG0009597	XP_060391155.1	XP_036582897.1
OG0009598	XP_060391156.1	XP_036582898.1
OG0009599	XP_060391165.1	XP_036574896.1
OG0009600	XP_060391190.1	XP_036583147.1
OG0009602	XP_060391213.1	XP_036579934.1
OG0009603	XP_060391215.1	XP_036581367.2
OG0009604	XP_060391233.1	XP_036581346.1
OG0009605	XP_060391238.1	XP_036581324.2
OG0009606	XP_060391240.1	XP_036581323.1
OG0009607	XP_060391242.1	XP_070060982.1
OG0009608	XP_060391264.1	XP_036581290.1
OG0009609	XP_060391285.1	XP_036579889.1
OG0009612	XP_060391325.1	XP_036580057.2
OG0009613	XP_060391330.1	XP_036589653.1
OG0009614	XP_060391341.1	XP_036575600.1
OG0009615	XP_060391342.1	XP_036575601.1
OG0009617	XP_060391377.1	XP_036580085.1
OG0009618	XP_060391380.1	XP_036580074.1
OG0009619	XP_060391393.1	XP_036576305.1
OG0009620	XP_060391395.1	XP_036579931.1
OG0009622	XP_060391445.1	XP_036577007.1
OG0009623	XP_060391450.1	XP_070062133.1
OG0009626	XP_060391514.1	XP_036576951.1
OG0009627	XP_060391524.1	XP_036576944.1
OG0009628	XP_060391527.1	XP_036576943.1
OG0009630	XP_060391571.1	XP_036579952.1
OG0009631	XP_060391600.1	XP_036579980.1
OG0009632	XP_060391605.1	XP_036579985.2
OG0009633	XP_060391618.1	XP_036580016.1
OG0009634	XP_060391631.1	XP_036579999.1
OG0009636	XP_060391664.1	XP_070062074.1
OG0009637	XP_060391667.1	XP_036579893.1
OG0009638	XP_060391705.1	XP_036589157.2
OG0009639	XP_060391711.1	XP_036583187.1
OG0009640	XP_060391742.1	XP_036583169.1
OG0009641	XP_060391746.1	XP_070062301.1, XP_070060075.1
OG0009642	XP_060391748.1	XP_036583167.1
OG0009645	XP_060391772.1	XP_036584757.1
OG0009646	XP_060391774.1	XP_036584752.1
OG0009648	XP_060391795.1	XP_036574616.1
OG0009649	XP_060391816.1	XP_036584738.1
OG0009650	XP_060391843.1	XP_036579429.2
OG0009652	XP_060391854.1	XP_036579424.1
OG0009653	XP_060391859.1	XP_036586855.1
OG0009654	XP_060391872.1	XP_036579405.2
OG0009655	XP_060391883.1	XP_036579390.1
OG0009656	XP_060391885.1	XP_036579389.1
OG0009657	XP_060391886.1	XP_036579387.1
OG0009658	XP_060391904.1	XP_036581534.1
OG0009659	XP_060391906.1	XP_036581532.1
OG0009660	XP_060391910.1	XP_036581528.1
OG0009662	XP_060391915.1	XP_036581511.2
OG0009664	XP_060391930.1	XP_036581375.1
OG0009669	XP_060391965.1	XP_036581480.1
OG0009670	XP_060391997.1	XP_070060163.1
OG0009671	XP_060392015.1	XP_070060130.1
OG0009672	XP_060392033.1	XP_036577131.1
OG0009674	XP_060392043.1	XP_036589939.1
OG0009675	XP_060392101.1	XP_036587301.1
OG0009676	XP_060392107.1	XP_036587308.1
OG0009677	XP_060392118.1	XP_070060690.1, XP_036580737.1
OG0009680	XP_060392139.1	XP_036587246.1
OG0009682	XP_060392158.1	XP_070062183.1
OG0009683	XP_060392172.1	XP_070061807.1
OG0009687	XP_060392193.1	XP_036580146.1
OG0009690	XP_060392254.1	XP_036585679.1
OG0009691	XP_060392279.1	XP_036585660.1
OG0009692	XP_060392287.1	XP_036585653.2
OG0009693	XP_060392291.1	XP_036585649.1
OG0009694	XP_060392309.1	XP_036585637.1
OG0009695	XP_060392311.1	XP_036585635.1
OG0009696	XP_060392313.1	XP_036585632.1
OG0009697	XP_060392331.1	XP_036585618.1
OG0009698	XP_060392335.1	XP_070061657.1
OG0009699	XP_060392369.1	XP_036588763.1
OG0009700	XP_060392371.1	XP_036588765.1
OG0009701	XP_060392396.1	XP_036588800.1
OG0009702	XP_060392403.1	XP_070061444.1
OG0009703	XP_060392432.1	XP_036588826.1
OG0009704	XP_060392456.1	XP_036588982.1
OG0009705	XP_060392499.1	XP_070061427.1
OG0009706	XP_060392508.1	XP_036588885.1
OG0009707	XP_060392516.1	XP_036587548.1, XP_036588894.1
OG0009708	XP_060392521.1	XP_070061429.1
OG0009710	XP_060392540.1	XP_036588851.1
OG0009711	XP_060392567.1	XP_036588831.1
OG0009712	XP_060392569.1	XP_036588829.1
OG0009715	XP_060392598.1	XP_036588960.1
OG0009716	XP_060392601.1	XP_036588962.1
OG0009718	XP_060392675.1	XP_036588913.1
OG0009719	XP_060392698.1	XP_070059900.1
OG0009720	XP_060392712.1	XP_036589020.1
OG0009722	XP_060392781.1	XP_036586660.1
OG0009724	XP_060392806.1	XP_036578529.1
OG0009725	XP_060392808.1	XP_036578527.1
OG0009726	XP_060392812.1	XP_036578525.1
OG0009727	XP_060392819.1	XP_036578499.1
OG0009728	XP_060392837.1	XP_070061999.1
OG0009729	XP_060392841.1	XP_070061988.1
OG0009730	XP_060392852.1	XP_070061992.1
OG0009731	XP_060392888.1	XP_036586014.1
OG0009732	XP_060392890.1	XP_070062033.1
OG0009733	XP_060392903.1	XP_036586003.1
OG0009734	XP_060392906.1	XP_036585999.1
OG0009735	XP_060392922.1	XP_036585988.2
OG0009736	XP_060392924.1	XP_036585985.1
OG0009737	XP_060392927.1	XP_036585982.1
OG0009738	XP_060392934.1	XP_036585975.1
OG0009739	XP_060392950.1	XP_036585944.1
OG0009740	XP_060392968.1	XP_036577718.1, XP_036575890.1
OG0009741	XP_060392973.1	XP_070061871.1
OG0009742	XP_060392974.1	XP_036575886.1
OG0009743	XP_060392975.1	XP_036575885.1
OG0009744	XP_060392976.1	XP_036575884.1
OG0009747	XP_060393000.1	XP_036575870.1
OG0009748	XP_060393013.1	XP_036575857.1
OG0009749	XP_060393015.1	XP_036575852.1
OG0009750	XP_060393019.1	XP_070061864.1
OG0009753	XP_060393041.1	XP_070061859.1
OG0009756	XP_060393058.1	XP_036575209.2
OG0009758	XP_060393060.1	XP_036575219.1
OG0009759	XP_060393061.1	XP_036574643.1
OG0009761	XP_060393067.1	XP_036578580.1
OG0009762	XP_060393083.1	XP_036578978.1
OG0009763	XP_060393086.1	XP_036579853.1
OG0009764	XP_060393089.1	XP_036587745.1
OG0009765	XP_060393090.1	XP_036584038.1
OG0009766	XP_060393091.1	XP_036578959.1
OG0009767	XP_060393093.1	XP_070061330.1
OG0009768	XP_060393134.1	XP_036578928.1
OG0009769	XP_060393136.1	XP_036578926.1
OG0009770	XP_060393159.1	XP_036588271.1
OG0009771	XP_060393163.1	XP_036588268.2
OG0009772	XP_060393178.1	XP_036588254.1
OG0009773	XP_060393187.1	XP_036588249.1
OG0009775	XP_060393194.1	XP_070062571.1
OG0009776	XP_060393218.1	XP_070062568.1
OG0009777	XP_060393222.1	XP_036575756.1
OG0009778	XP_060393230.1	XP_070062564.1
OG0009779	XP_060393231.1	XP_070062563.1
OG0009780	XP_060393236.1	XP_036575765.2
OG0009783	XP_060393273.1	XP_036577882.2
OG0009784	XP_060393285.1	XP_036577895.2
OG0009785	XP_060393313.1	XP_036577855.2
OG0009786	XP_060393317.1	XP_036577859.1
OG0009787	XP_060393338.1	XP_036577842.1
OG0009788	XP_060393359.1	XP_036574684.1
OG0009789	XP_060393379.1	XP_070061221.1
OG0009790	XP_060393395.1	XP_036583421.1
OG0009793	XP_060393415.1	XP_036583410.2
OG0009794	XP_060393437.1	XP_036583394.1
OG0009796	XP_060393444.1	XP_036583387.2
OG0009798	XP_060393471.1	XP_036589918.1
OG0009799	XP_060393529.1	XP_036581767.1, XP_036578641.1
OG0009800	XP_060393532.1	XP_070062338.1
OG0009801	XP_060393535.1	XP_036589875.1
OG0009802	XP_060393580.1	XP_036577065.1
OG0009803	XP_060393596.1	XP_036577054.1
OG0009805	XP_060393617.1	XP_036577028.1
OG0009806	XP_060393618.1	XP_036577027.1
OG0009807	XP_060393619.1	XP_036577026.1
OG0009808	XP_060393621.1	XP_036577023.1
OG0009809	XP_060393657.1	XP_036579472.1
OG0009810	XP_060393658.1	XP_036579471.1
OG0009811	XP_060393659.1	XP_036579470.2
OG0009812	XP_060393667.1	XP_036579479.2
OG0009813	XP_060393669.1	XP_070062675.1
OG0009814	XP_060393670.1	XP_070062677.1
OG0009815	XP_060393680.1	XP_036577979.1
OG0009816	XP_060393683.1	XP_036577975.1
OG0009817	XP_060393698.1	XP_036577964.1
OG0009818	XP_060393699.1	XP_036577963.1
OG0009819	XP_060393701.1	XP_036577961.1
OG0009820	XP_060393702.1	XP_070060967.1
OG0009821	XP_060393738.1	XP_036587370.1
OG0009823	XP_060393787.1	XP_036587410.1
OG0009825	XP_060393857.1	XP_070061108.1
OG0009826	XP_060393862.1	XP_036575067.1
OG0009827	XP_060393863.1	XP_036575066.1
OG0009828	XP_060393882.1	XP_070061111.1
OG0009829	XP_060393901.1	XP_036582620.1
OG0009832	XP_060393938.1	XP_036582585.1
OG0009833	XP_060393954.1	XP_036582568.1
OG0009834	XP_060393970.1	XP_036582551.2
OG0009835	XP_060393999.1	XP_036582535.1
OG0009837	XP_060394032.1	XP_036578688.1
OG0009838	XP_060394035.1	XP_036575496.1
OG0009840	XP_060394086.1	XP_070062476.1
OG0009842	XP_060394100.1	XP_036588094.1
OG0009845	XP_060394117.1	XP_036582475.1
OG0009847	XP_060394147.1	XP_036582489.1
OG0009850	XP_060394180.1	XP_036585487.1
OG0009852	XP_060394237.1	XP_036585563.1
OG0009853	XP_060394240.1	XP_036585560.1
OG0009855	XP_060394281.1	XP_036585537.2
OG0009856	XP_060394285.1	XP_070061645.1
OG0009857	XP_060394294.1	XP_036585574.1
OG0009858	XP_060394305.1	XP_036585586.1
OG0009859	XP_060394306.1	XP_070061653.1
OG0009860	XP_060394318.1	XP_036585591.1
OG0009861	XP_060394369.1	XP_036587471.1
OG0009862	XP_060394376.1	XP_036587465.1
OG0009864	XP_060394428.1	XP_036587429.1
OG0009865	XP_060394432.1	XP_036587424.1
OG0009866	XP_060394481.1	XP_070060758.1
OG0009867	XP_060394482.1	XP_036586319.1
OG0009868	XP_060394484.1	XP_036586321.1
OG0009869	XP_060394489.1	XP_036581857.1
OG0009870	XP_060394520.1	XP_036590003.1
OG0009871	XP_060394545.1	XP_036586229.2
OG0009872	XP_060394583.1	XP_036584051.1
OG0009873	XP_060394603.1	XP_036584069.1
OG0009875	XP_060394616.1	XP_036575994.1
OG0009876	XP_060394627.1	XP_036576005.1
OG0009878	XP_060394645.1	XP_036576000.1
OG0009879	XP_060394649.1	XP_036576024.2
OG0009881	XP_060394656.1	XP_036576031.2
OG0009883	XP_060394730.1	XP_036584680.1
OG0009884	XP_060394748.1	XP_036579343.1
OG0009885	XP_060394755.1	XP_036584664.1
OG0009886	XP_060394765.1	XP_070060304.1
OG0009888	XP_060394774.1	XP_036586539.1
OG0009889	XP_060394778.1	XP_036586543.1
OG0009890	XP_060394779.1	XP_036586544.2
OG0009891	XP_060394796.1	XP_036586560.1
OG0009892	XP_060394835.1	XP_070060218.1
OG0009893	XP_060394838.1	XP_036583797.1
OG0009894	XP_060394839.1	XP_036583798.1
OG0009895	XP_060394871.1	XP_036578648.1
OG0009896	XP_060394874.1	XP_036578651.1
OG0009897	XP_060394875.1	XP_070061269.1
OG0009899	XP_060394897.1	XP_036574431.1
OG0009900	XP_060394908.1	XP_036581314.1
OG0009901	XP_060394915.1	XP_036578687.1
OG0009903	XP_060394954.1	XP_036578144.1
OG0009904	XP_060394978.1	XP_036577356.1
OG0009907	XP_060394995.1	XP_036576217.2
OG0009908	XP_060394996.1	XP_036576216.1
OG0009909	XP_060394997.1	XP_036576215.1
OG0009910	XP_060395005.1	XP_070060186.1
OG0009911	XP_060395028.1	XP_070061845.1
OG0009912	XP_060395034.1	XP_036578159.1
OG0009913	XP_060395061.1	XP_070060398.1
OG0009918	XP_060395079.1	XP_036576266.1
OG0009925	XP_060395103.1	XP_036586861.1
OG0009926	XP_060395110.1	XP_036586857.2
OG0009927	XP_060395125.1	XP_070060367.1
OG0009930	XP_060395173.1	XP_036578086.1
OG0009931	XP_060395192.1	XP_070059878.1
OG0009933	XP_060395214.1	XP_036586886.2
OG0009934	XP_060395217.1	XP_036586898.1
OG0009935	XP_060395235.1	XP_036577341.1
OG0009936	XP_060395241.1	XP_036588681.1
OG0009938	XP_060395252.1	XP_036588697.2
OG0009939	XP_060395253.1	XP_036588698.1
OG0009941	XP_060395273.1	XP_070062642.1
OG0009942	XP_060395274.1	XP_036588721.1
OG0009943	XP_060395275.1	XP_036588720.1
OG0009944	XP_060395281.1	XP_036588724.1
OG0009946	XP_060395323.1	XP_036579317.1
OG0009947	XP_060395336.1	XP_036579333.1
OG0009949	XP_060395338.1	XP_036581690.1
OG0009952	XP_060395411.1	XP_036580874.2
OG0009953	XP_060395434.1	XP_036580896.1
OG0009954	XP_060395464.1	XP_036575792.1
OG0009955	XP_060395483.1	XP_036575774.1
OG0009956	XP_060395487.1	XP_036575770.1
OG0009957	XP_060395511.1	XP_036576732.1
OG0009958	XP_060395513.1	XP_036576730.1
OG0009959	XP_060395514.1	XP_070059876.1
OG0009960	XP_060395530.1	XP_036576714.1
OG0009961	XP_060395536.1	XP_036576704.1
OG0009962	XP_060395544.1	XP_036581585.1
OG0009963	XP_060395564.1	XP_036576701.1
OG0009964	XP_060395567.1	XP_036576699.1
OG0009966	XP_060395578.1	XP_036581590.1
OG0009970	XP_060395609.1	XP_036581562.1
OG0009971	XP_060395610.1	XP_036581561.1
OG0009972	XP_060395626.1	XP_070060893.1
OG0009973	XP_060395627.1	XP_036575033.1
OG0009975	XP_060395664.1	XP_036579879.1
OG0009976	XP_060395666.1	XP_036579878.1
OG0009977	XP_060395668.1	XP_036579876.1
OG0009978	XP_060395670.1	XP_036579875.1
OG0009979	XP_060395678.1	XP_070061187.1
OG0009980	XP_060395683.1	XP_070061186.1
OG0009982	XP_060395718.1	XP_036579813.1
OG0009983	XP_060395719.1	XP_036579812.2
OG0009984	XP_060395720.1	XP_070061178.1
OG0009985	XP_060395724.1	XP_070061176.1
OG0009986	XP_060395728.1	XP_036574552.1
OG0009987	XP_060395729.1	XP_036582107.1
OG0009989	XP_060395749.1	XP_036579712.1
OG0009991	XP_060395755.1	XP_070061541.1
OG0009992	XP_060395762.1	XP_036586707.1
OG0009993	XP_060395769.1	XP_036579781.1
OG0009994	XP_060395773.1	XP_036579775.1
OG0009996	XP_060395778.1	XP_036579782.1
OG0009997	XP_060395782.1	XP_036579771.1
