HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N5.HOG0011322	OG0009917	n0			XP_066008760.1	XP_045259241.1			XP_036495625.1	
N5.HOG0011323	OG0009918	n0			XP_031891989.1	XP_045259250.1			XP_036496726.1	
N5.HOG0011324	OG0009919	n0			XP_031892062.1	XP_045259258.1			XP_036495819.1	
N5.HOG0011325	OG0009920	n0			XP_031892060.2	XP_045259259.1			XP_036495818.1	
N5.HOG0011326	OG0009921	n0			XP_031892053.1	XP_045259260.1			XP_036496310.1	
N5.HOG0011327	OG0009922	n0			XP_031891755.1	XP_045259261.1			XP_036495820.1	
N5.HOG0011328	OG0009923	n0			XP_031891757.1	XP_045259267.1			XP_036496906.1	
N5.HOG0011329	OG0009924	n0			XP_066009156.1					
N5.HOG0011330	OG0009925	n0			XP_031875911.1	XP_045266975.1			XP_036496808.1	
N5.HOG0011331	OG0009926	n0			XP_031875896.1	XP_045266981.1			XP_036496806.1	
N5.HOG0011332	OG0009927	n0			XP_031885143.1	XP_045266953.1			XP_036496699.1	
N5.HOG0011333	OG0009928	n0			XP_031875372.1	XP_045256877.1			XP_036488453.1	
N5.HOG0011334	OG0009929	n0			XP_031885136.1	XP_045266936.1			XP_036495361.1	
N5.HOG0011335	OG0009930	n0			XP_031888128.1	XP_045261303.1			XP_036490564.1	
N5.HOG0011336	OG0009931	n0			XP_031879547.1	XP_045261887.1			XP_036491458.1	
N5.HOG0011337	OG0009932	n0			XP_066008589.1	XP_045267053.1			XP_036495331.1	
N5.HOG0011338	OG0009933	n0			XP_031878970.1	XP_045267080.1			XP_036495453.1	
N5.HOG0011339	OG0009934	n0			XP_031878901.1	XP_045267050.1			XP_036496155.1	
N5.HOG0011340	OG0009935	n0			XP_031892869.2	XP_045267105.1				
N5.HOG0011341	OG0009936	n0				XP_045257607.1			XP_036497205.1	
N5.HOG0011342	OG0009937	n0			XP_031876824.1, XP_031884013.1	XP_045264180.1				
N5.HOG0011343	OG0009938	n0			XP_031877463.1	XP_045257586.1			XP_036497605.1	
N5.HOG0011344	OG0009939	n0			XP_031877452.1	XP_045257587.1			XP_036497038.1	
N5.HOG0011345	OG0009940	n0			XP_031877516.1	XP_045263347.1, XP_045256702.1			XP_036497082.1	
N5.HOG0011346	OG0009941	n0			XP_031877478.1	XP_045256690.1			XP_036498580.1	
N5.HOG0011347	OG0009942	n0			XP_031877475.1	XP_045256691.1			XP_036498190.1	
N5.HOG0011348	OG0009943	n0			XP_031877476.1	XP_045256692.1			XP_036498577.1	
N5.HOG0011349	OG0009944	n0			XP_031877481.2	XP_045256685.1			XP_036498186.1	
N5.HOG0011350	OG0009945	n0			XP_031881692.1	XP_045266602.1			XP_036490248.1	
N5.HOG0011351	OG0009946	n0			XP_031878870.1	XP_045261788.1			XP_036497425.1	
N5.HOG0011352	OG0009947	n0			XP_031878873.2	XP_045261767.1			XP_036497664.1	
N5.HOG0011353	OG0009948	n0			XP_031878874.1	XP_045261766.1			XP_036497663.1	
N5.HOG0011354	OG0009949	n0			XP_031884006.1	XP_045264334.1			XP_036493808.1	
N5.HOG0011355	OG0009950	n0			XP_031884743.1	XP_045271368.1			XP_036493271.1	
N5.HOG0011356	OG0009951	n0			XP_031884742.1	XP_045271367.1			XP_036493272.1	
N5.HOG0011357	OG0009952	n0			XP_031888093.1	XP_045261448.1			XP_036490791.1	
N5.HOG0011358	OG0009953	n0			XP_031888121.1	XP_045261464.1			XP_036490592.1	
N5.HOG0011359	OG0009954	n0			XP_031876526.1	XP_045270630.1				
N5.HOG0011360	OG0009955	n0			XP_031876537.2	XP_045270649.1				
N5.HOG0011361	OG0009956	n0			XP_031876551.1	XP_045270652.1			XP_036498484.1	
N5.HOG0011362	OG0009957	n0			XP_031879624.1	XP_045261878.1				
N5.HOG0011363	OG0009958	n0			XP_031879560.1	XP_045261876.1			XP_036492069.1	
N5.HOG0011364	OG0009959	n0			XP_031879556.1	XP_045261875.1				
N5.HOG0011365	OG0009960	n0				XP_045261858.1			XP_036492524.1	
N5.HOG0011366	OG0009961	n0			XP_031879584.2	XP_045261847.1				
N5.HOG0011367	OG0009962	n0			XP_066008010.1	XP_045269609.1			XP_036491534.1	
N5.HOG0011368	OG0009963	n0			XP_031879515.1	XP_045261843.1			XP_036491378.1	
N5.HOG0011369	OG0009964	n0			XP_031879517.1				XP_036491380.1	
N5.HOG0011370	OG0009965	n0			XP_031879542.1	XP_045261841.1			XP_036491379.1	
N5.HOG0011371	OG0009966	n0			XP_031889554.2	XP_045269604.1			XP_036492248.1	
N5.HOG0011372	OG0009967	n0			XP_031889906.1	XP_045269598.1			XP_036492243.1	
N5.HOG0011373	OG0009968	n0			XP_031889836.2	XP_045269590.1			XP_036491580.1	
N5.HOG0011374	OG0009969	n0			XP_031889652.1	XP_045269628.1			XP_036491656.1	
N5.HOG0011375	OG0009970	n0			XP_031889751.1	XP_045269632.1				
N5.HOG0011376	OG0009971	n0			XP_066007899.1				XP_036491661.1	
N5.HOG0011377	OG0009972	n0			XP_031889892.1	XP_045269648.1			XP_036491625.1	
N5.HOG0011378	OG0009973	n0			XP_031884703.1	XP_045271382.1			XP_036493887.1	
N5.HOG0011379	OG0009974	n0			XP_066007881.1	XP_045265911.1			XP_036492535.1	
N5.HOG0011380	OG0009975	n0			XP_031884940.1	XP_045271320.1			XP_036493688.1	
N5.HOG0011381	OG0009976	n0			XP_031884845.1	XP_045271321.1			XP_036493690.1	
N5.HOG0011382	OG0009977	n0			XP_031884850.1	XP_045271323.1			XP_036493692.1	
N5.HOG0011383	OG0009978	n0			XP_031884916.1	XP_045271339.1			XP_036492991.1	
N5.HOG0011384	OG0009979	n0			XP_031884872.1	XP_045271329.1			XP_036493355.1	
N5.HOG0011385	OG0009980	n0			XP_066007609.1	XP_045271325.1			XP_036493364.1	
N5.HOG0011386	OG0009981	n0			XP_031877266.1	XP_045265997.1			XP_036488333.1	
N5.HOG0011387	OG0009982	n0			XP_031884767.1	XP_045271269.1			XP_036493533.1	
N5.HOG0011388	OG0009983	n0			XP_031884768.1	XP_045271268.1			XP_036492817.1	
N5.HOG0011389	OG0009984	n0			XP_031884761.1	XP_045271267.1			XP_036492818.1	
N5.HOG0011390	OG0009985	n0			XP_031884906.1	XP_045271263.1			XP_036492669.1	
N5.HOG0011391	OG0009986	n0			XP_031881423.1	XP_045271112.1, XP_045264889.1			XP_036492695.1	
N5.HOG0011392	OG0009987	n0			XP_066007634.1	XP_045264891.1			XP_036492696.1	
N5.HOG0011393	OG0009988	n0			XP_031877328.1	XP_045259056.1			XP_036493323.1	
N5.HOG0011394	OG0009989	n0			XP_031877156.1	XP_045263168.1			XP_036494647.1	
N5.HOG0011395	OG0009990	n0			XP_031878324.1	XP_045257216.1			XP_036500550.1	
N5.HOG0011396	OG0009991	n0			XP_066009708.1	XP_045257217.1			XP_036500551.1	
N5.HOG0011397	OG0009992	n0			XP_031881023.1	XP_045268984.1			XP_036497187.1	
N5.HOG0011398	OG0009993	n0			XP_031884864.1	XP_045260195.1			XP_036493606.1	
N5.HOG0011399	OG0009994	n0			XP_031884861.1	XP_045260193.1			XP_036493058.1	
N5.HOG0011400	OG0009995	n0			XP_031878904.1	XP_045267075.1			XP_036496910.1	
N5.HOG0011401	OG0009996	n0			XP_031884859.1				XP_036492609.1	
N5.HOG0011402	OG0009997	n0			XP_031884831.1	XP_045260201.1			XP_036493367.1	
N5.HOG0011403	OG0009998	n0			XP_031884828.1	XP_045260202.1				
N5.HOG0011404	OG0009999	n0			XP_031884965.1	XP_045260211.1			XP_036493567.1	
N5.HOG0011405	OG0010000	n0			XP_031884803.1				XP_036493508.1	
N5.HOG0011406	OG0010001	n0				XP_045258282.1				
N5.HOG0011407	OG0010002	n0			XP_066007690.1	XP_045264900.1			XP_036493331.1	
N5.HOG0011408	OG0010003	n0			XP_066007807.1	XP_045271257.1			XP_036493501.1	
N5.HOG0011409	OG0010004	n0			XP_066009838.1	XP_045269433.1			XP_036499881.1	
N5.HOG0011410	OG0010005	n0			XP_031884268.1	XP_045259113.1			XP_036500948.1	
N5.HOG0011411	OG0010006	n0			XP_031881455.1	XP_045260108.1				
N5.HOG0011412	OG0010007	n0			XP_031881337.1				XP_036493043.1	
N5.HOG0011413	OG0010008	n0			XP_031881334.1	XP_045260090.1			XP_036492960.1	
N5.HOG0011414	OG0010009	n0			XP_031881336.1	XP_045260088.1			XP_036492961.1	
N5.HOG0011415	OG0010010	n0			XP_031881430.1	XP_045260079.1			XP_036493653.1	
N5.HOG0011416	OG0010011	n0			XP_031876038.2	XP_045262883.1, XP_045264393.1			XP_036492212.1	
N5.HOG0011417	OG0010012	n0				XP_045262903.1			XP_036501368.1	
N5.HOG0011418	OG0010013	n0			XP_031884177.1	XP_045262920.1				
N5.HOG0011419	OG0010014	n0			XP_066009714.1	XP_045262925.1			XP_036500958.1	
N5.HOG0011420	OG0010015	n0			XP_031884181.1	XP_045262932.1			XP_036502820.1	
N5.HOG0011421	OG0010016	n0			XP_031884105.1	XP_045262948.1			XP_036501770.1	
N5.HOG0011422	OG0010017	n0			XP_031884221.1	XP_045270205.1			XP_036501412.1	
N5.HOG0011423	OG0010018	n0			XP_031884225.1	XP_045270211.1			XP_036501403.1	
N5.HOG0011424	OG0010019	n0			XP_031884223.1				XP_036501405.1	
N5.HOG0011425	OG0010020	n0			XP_031884230.1	XP_045270213.1			XP_036502423.1	
N5.HOG0011426	OG0010021	n0			XP_031884233.1	XP_045270221.1			XP_036502354.1	
N5.HOG0011427	OG0010022	n0			XP_031879060.1	XP_045257962.1			XP_036495159.1	
N5.HOG0011428	OG0010023	n0			XP_031892765.1	XP_045256242.1			XP_036490550.1	
N5.HOG0011429	OG0010024	n0			XP_031884290.1				XP_036501002.1	
N5.HOG0011430	OG0010025	n0			XP_031884355.1	XP_045259101.1				
N5.HOG0011431	OG0010026	n0			XP_031884324.1	XP_045259160.1			XP_036502090.1	
N5.HOG0011432	OG0010027	n0			XP_031884325.1	XP_045259159.1			XP_036502091.1	
N5.HOG0011433	OG0010028	n0			XP_031884310.1	XP_045259169.1			XP_036501636.1	
N5.HOG0011434	OG0010029	n0			XP_031884309.1	XP_045259168.1			XP_036501631.1	
N5.HOG0011435	OG0010030	n0			XP_031884308.1	XP_045259167.1			XP_036501630.1	
N5.HOG0011436	OG0010031	n0			XP_031884114.2	XP_045270171.1			XP_036501568.1	
N5.HOG0011437	OG0010032	n0			XP_031888990.1	XP_045270932.1, XP_045258453.1			XP_036497061.1	
N5.HOG0011438	OG0010033	n0			XP_031877028.1	XP_045270261.1			XP_036501231.1	
N5.HOG0011439	OG0010034	n0			XP_066009722.1	XP_045264360.1			XP_036502103.1	
N5.HOG0011440	OG0010035	n0			XP_031877053.1	XP_045264358.1			XP_036502105.1	
N5.HOG0011441	OG0010036	n0			XP_031880021.1	XP_045264354.1, XP_045264355.1			XP_036502110.1	
N5.HOG0011442	OG0010037	n0			XP_031879945.1	XP_045264349.1			XP_036501099.1	
N5.HOG0011443	OG0010038	n0			XP_031889617.1	XP_045269711.1			XP_036491363.1	
N5.HOG0011444	OG0010040	n0			XP_031890826.2	XP_045260764.1				
N5.HOG0011445	OG0010041	n0			XP_031890715.1				XP_036488967.1	
N5.HOG0011446	OG0010042	n0			XP_031887975.1	XP_045256772.1			XP_036490653.1	
N5.HOG0011447	OG0010043	n0			XP_031882964.2	XP_045267370.1			XP_036496551.1	
N5.HOG0011448	OG0010044	n0			XP_031890729.1	XP_045260714.1			XP_036488182.1	
N5.HOG0011449	OG0010045	n0			XP_031879123.1	XP_045258004.1			XP_036494467.1	
N5.HOG0011450	OG0010046	n0			XP_031890947.1	XP_045260704.1				
N5.HOG0011451	OG0010047	n0			XP_031889708.1	XP_045269751.1			XP_036491917.1	
N5.HOG0011452	OG0010048	n0			XP_031890994.1	XP_045260669.1			XP_036488111.1	
N5.HOG0011453	OG0010049	n0			XP_031890991.1	XP_045260675.1			XP_036488108.1	
N5.HOG0011454	OG0010050	n0			XP_031890989.1	XP_045260676.1			XP_036488652.1	
N5.HOG0011455	OG0010051	n0			XP_031891432.1	XP_045263891.1			XP_036502833.1	
N5.HOG0011456	OG0010052	n0			XP_066007653.1	XP_045271410.1			XP_036493339.1	
N5.HOG0011457	OG0010053	n0			XP_031892723.1	XP_045271415.1			XP_036493167.1	
N5.HOG0011458	OG0010054	n0			XP_031892644.2				XP_036493203.1	
N5.HOG0011459	OG0010055	n0			XP_031892393.2	XP_045271444.1			XP_036493228.1	
N5.HOG0011460	OG0010056	n0			XP_031892386.1				XP_036492827.1	
N5.HOG0011461	OG0010057	n0			XP_066007801.1	XP_045271446.1			XP_036493226.1	
N5.HOG0011462	OG0010058	n0			XP_031892405.1				XP_036492928.1	
N5.HOG0011463	OG0010059	n0			XP_031892401.2	XP_045262226.1				
N5.HOG0011464	OG0010060	n0			XP_031892705.1	XP_045262214.1			XP_036493812.1	
N5.HOG0011465	OG0010061	n0			XP_066008452.1	XP_045259672.1				
N5.HOG0011466	OG0010062	n0			XP_031885393.1	XP_045258595.1			XP_036499557.1	
N5.HOG0011467	OG0010063	n0			XP_031885389.1	XP_045258599.1			XP_036500437.1	
N5.HOG0011468	OG0010064	n0			XP_031885529.1				XP_036500541.1	
N5.HOG0011469	OG0010065	n0			XP_031885523.1				XP_036500540.1	
N5.HOG0011470	OG0010066	n0			XP_031888881.1	XP_045258462.1			XP_036498094.1	
N5.HOG0011471	OG0010067	n0			XP_031888882.1	XP_045258461.1			XP_036498095.1	
N5.HOG0011472	OG0010068	n0			XP_031885349.1	XP_045258612.1			XP_036499096.1	
N5.HOG0011473	OG0010069	n0			XP_031885294.2	XP_045258622.1			XP_036500005.1	
N5.HOG0011474	OG0010070	n0			XP_066008430.1	XP_045258639.1			XP_036499920.1	
N5.HOG0011475	OG0010071	n0			XP_031885510.2				XP_036499843.1	
N5.HOG0011476	OG0010072	n0			XP_031886976.1	XP_045270532.1			XP_036497021.1	
N5.HOG0011477	OG0010073	n0			XP_031886974.1	XP_045270534.1			XP_036497973.1	
N5.HOG0011478	OG0010074	n0			XP_031886926.1	XP_045270540.1			XP_036497965.1	
N5.HOG0011479	OG0010075	n0			XP_031886933.1				XP_036498218.1	
N5.HOG0011480	OG0010076	n0			XP_066009551.1				XP_036497856.1	
N5.HOG0011481	OG0010077	n0			XP_066009552.1				XP_036497479.1	
N5.HOG0011482	OG0010078	n0			XP_031886868.1	XP_045270580.1			XP_036497301.1	
N5.HOG0011483	OG0010079	n0			XP_031886892.1	XP_045270592.1			XP_036498241.1	
N5.HOG0011484	OG0010080	n0			XP_031887087.1	XP_045270595.1			XP_036498890.1	
N5.HOG0011485	OG0010081	n0				XP_045270599.1			XP_036498891.1	
N5.HOG0011486	OG0010082	n0			XP_031887041.2	XP_045270610.1			XP_036498431.1	
N5.HOG0011487	OG0010083	n0			XP_031886911.1	XP_045270612.1			XP_036498178.1	
N5.HOG0011488	OG0010084	n0			XP_031887088.1				XP_036498272.1	
N5.HOG0011489	OG0010085	n0			XP_031887058.1				XP_036497355.1	
N5.HOG0011490	OG0010086	n0			XP_066009456.1	XP_045270621.1				
N5.HOG0011491	OG0010087	n0			XP_031887107.2	XP_045270626.1			XP_036497357.1	
N5.HOG0011492	OG0010088	n0			XP_066008218.1	XP_045256796.1				
N5.HOG0011493	OG0010089	n0			XP_031891576.1	XP_045256793.1				
N5.HOG0011494	OG0010090	n0			XP_031889123.1	XP_045262269.1			XP_036489941.1	
N5.HOG0011495	OG0010091	n0			XP_031889121.1	XP_045262268.1			XP_036489942.1	
N5.HOG0011496	OG0010092	n0			XP_066008051.1	XP_045261827.1			XP_036491433.1	
N5.HOG0011497	OG0010093	n0			XP_031886740.1	XP_045265927.1			XP_036492590.1	
N5.HOG0011498	OG0010094	n0			XP_031876828.1	XP_045257112.1			XP_036500147.1	
N5.HOG0011499	OG0010095	n0			XP_031892077.1	XP_045260559.1			XP_036496358.1	
N5.HOG0011500	OG0010096	n0			XP_031889075.1				XP_036489874.1	
N5.HOG0011501	OG0010097	n0			XP_066009219.1	XP_045267869.1				
N5.HOG0011502	OG0010098	n0			XP_031889320.1	XP_045262257.1			XP_036489355.1	
N5.HOG0011503	OG0010099	n0			XP_066008929.1	XP_045262264.1			XP_036489939.1	
N5.HOG0011504	OG0010100	n0			XP_031889438.1	XP_045268081.1			XP_036489756.1	
N5.HOG0011505	OG0010101	n0			XP_031888561.1	XP_045256977.1			XP_036490015.1	
N5.HOG0011506	OG0010102	n0			XP_031889478.1	XP_045268013.1			XP_036489723.1	
N5.HOG0011507	OG0010103	n0			XP_031889241.1	XP_045267983.1			XP_036489041.1	
N5.HOG0011508	OG0010104	n0			XP_031889354.1	XP_045267970.1			XP_036489068.1	
N5.HOG0011509	OG0010105	n0			XP_031889204.1	XP_045267945.1			XP_036489651.1	
N5.HOG0011510	OG0010106	n0			XP_066009078.1	XP_045267939.1			XP_036489644.1	
N5.HOG0011511	OG0010107	n0			XP_031889402.1	XP_045267938.1			XP_036490087.1	
N5.HOG0011512	OG0010108	n0			XP_031882508.1	XP_045268597.1			XP_036489820.1	
N5.HOG0011513	OG0010109	n0			XP_031876090.1	XP_045266528.1			XP_036490440.1	
N5.HOG0011514	OG0010110	n0			XP_031893324.2	XP_045260322.1, XP_045257561.1				
N5.HOG0011515	OG0010111	n0			XP_031876114.1	XP_045266532.1			XP_036490971.1	
N5.HOG0011516	OG0010112	n0			XP_031876102.1	XP_045266536.1			XP_036490975.1	
N5.HOG0011517	OG0010113	n0			XP_031876120.1	XP_045266534.1			XP_036491150.1	
N5.HOG0011518	OG0010114	n0			XP_031876088.1	XP_045266533.1			XP_036490970.1	
N5.HOG0011519	OG0010115	n0			XP_031876107.1	XP_045266540.1			XP_036490982.1	
N5.HOG0011520	OG0010116	n0				XP_045266518.1			XP_036491187.1	
N5.HOG0011521	OG0010117	n0			XP_031876093.1	XP_045266521.1			XP_036490434.1	
N5.HOG0011522	OG0010118	n0			XP_031884431.1	XP_045258910.1			XP_036492275.1	
N5.HOG0011523	OG0010119	n0			XP_031890175.2	XP_045261991.1			XP_036492530.1	
N5.HOG0011524	OG0010120	n0			XP_031891903.1	XP_045268863.1			XP_036496147.1	
N5.HOG0011525	OG0010121	n0			XP_066008874.1	XP_045267102.1			XP_036495280.1	
N5.HOG0011526	OG0010122	n0			XP_031880399.2	XP_045266402.1			XP_036490153.1	
N5.HOG0011527	OG0010123	n0			XP_031880466.1	XP_045266411.1			XP_036490859.1	
N5.HOG0011528	OG0010124	n0			XP_031880377.1	XP_045266436.1			XP_036490684.1	
N5.HOG0011529	OG0010125	n2			XP_031875481.2	XP_045261514.1			XP_036487862.1	
N5.HOG0011530	OG0010125	n5			XP_066007153.1					
N5.HOG0011531	OG0010126	n0			XP_031876768.1	XP_045259183.1, XP_045262972.1			XP_036487852.1	
N5.HOG0011532	OG0010127	n0			XP_031890066.1	XP_045257919.1			XP_036494318.1	
N5.HOG0011533	OG0010130	n0			XP_031892131.1	XP_045260501.1			XP_036495603.1	
N5.HOG0011534	OG0010131	n0			XP_066008757.1	XP_045260536.1			XP_036496296.1	
N5.HOG0011535	OG0010132	n0			XP_031891852.1	XP_045260513.1			XP_036496952.1	
N5.HOG0011536	OG0010133	n0			XP_031892204.1	XP_045260489.1			XP_036495700.1	
N5.HOG0011537	OG0010134	n0			XP_031890851.1	XP_045270828.1			XP_036488206.1	
N5.HOG0011538	OG0010135	n0			XP_031883625.1	XP_045259352.1			XP_036499218.1	
N5.HOG0011539	OG0010136	n0			XP_031884586.1	XP_045258917.1			XP_036492263.1	
N5.HOG0011540	OG0010137	n0			XP_031893481.1	XP_045268770.1			XP_036494516.1	
N5.HOG0011541	OG0010138	n0			XP_031892173.1	XP_045260480.1			XP_036496663.1	
N5.HOG0011542	OG0010139	n0			XP_031892172.1	XP_045260479.1			XP_036496660.1	
N5.HOG0011543	OG0010140	n0			XP_031891890.1	XP_045260477.1			XP_036496666.1	
N5.HOG0011544	OG0010141	n0			XP_031892180.1	XP_045260476.1			XP_036496665.1	
N5.HOG0011545	OG0010142	n0			XP_031891722.1	XP_045260450.1			XP_036495594.1	
N5.HOG0011546	OG0010143	n0			XP_031892064.1	XP_045260453.1			XP_036496489.1	
N5.HOG0011547	OG0010144	n0			XP_031886513.2	XP_045265483.1			XP_036501960.1	
N5.HOG0011548	OG0010145	n0			XP_031892067.1	XP_045260457.1				
N5.HOG0011549	OG0010146	n0			XP_031882793.2	XP_045271239.1			XP_036502752.1	
N5.HOG0011550	OG0010147	n0			XP_031892701.2	XP_045256264.1				
N5.HOG0011551	OG0010148	n0			XP_031891839.1				XP_036496980.1	
N5.HOG0011552	OG0010149	n0			XP_031892237.1	XP_045268855.1			XP_036497014.1	
N5.HOG0011553	OG0010150	n2			XP_031879101.1	XP_045257947.1			XP_036495077.1	
N5.HOG0011554	OG0010150	n4			XP_066007325.1	XP_045263174.1			XP_036493998.1	
N5.HOG0011555	OG0010151	n0			XP_031891730.1	XP_045260441.1			XP_036496539.1	
N5.HOG0011556	OG0010152	n0			XP_066008860.1	XP_045268851.1			XP_036496090.1	
N5.HOG0011557	OG0010153	n0			XP_031878890.1, XP_031893602.1	XP_045267018.1			XP_036496959.1, XP_036494722.1	
N5.HOG0011558	OG0010154	n0			XP_031884160.1, XP_031885268.1, XP_031882132.1	XP_045263557.1			XP_036498163.1	
N5.HOG0011559	OG0010155	n0			XP_031892129.1	XP_045259244.1			XP_036496731.1	
N5.HOG0011560	OG0010156	n0			XP_031882153.1				XP_036498166.1	
N5.HOG0011561	OG0010157	n0			XP_031882269.1				XP_036498760.1	
N5.HOG0011562	OG0010158	n0			XP_066009588.1	XP_045263606.1			XP_036497978.1	
N5.HOG0011563	OG0010159	n0			XP_031882295.1	XP_045263591.1			XP_036498850.1	
N5.HOG0011564	OG0010160	n0			XP_031882337.1				XP_036498237.1	
N5.HOG0011565	OG0010161	n0			XP_031882122.1				XP_036497285.1	
N5.HOG0011566	OG0010162	n0			XP_031882317.1				XP_036498394.1	
N5.HOG0011567	OG0010163	n0			XP_031882173.1				XP_036497503.1	
N5.HOG0011568	OG0010164	n0			XP_031882128.2				XP_036498429.1	
N5.HOG0011569	OG0010165	n0				XP_045263533.1			XP_036497499.1	
N5.HOG0011570	OG0010166	n0			XP_031883131.1	XP_045267357.1			XP_036495905.1	
N5.HOG0011571	OG0010167	n0			XP_031882231.1	XP_045263518.1			XP_036498307.1	
N5.HOG0011572	OG0010168	n0			XP_031883528.1	XP_045269999.1			XP_036499827.1	
N5.HOG0011573	OG0010169	n0			XP_066008641.1, XP_066009730.1, XP_031875791.2					
N5.HOG0011574	OG0010170	n0			XP_031878981.1	XP_045266987.1			XP_036495951.1	
N5.HOG0011575	OG0010171	n0			XP_031882993.1	XP_045259923.1			XP_036496632.1	
N5.HOG0011576	OG0010172	n0			XP_031883077.1	XP_045259916.1			XP_036495489.1	
N5.HOG0011577	OG0010173	n0			XP_031883137.1	XP_045259915.1			XP_036496475.1	
N5.HOG0011578	OG0010174	n0			XP_031883141.1	XP_045259910.1			XP_036495284.1	
N5.HOG0011579	OG0010175	n0			XP_031883007.1	XP_045259898.1			XP_036495826.1	
N5.HOG0011580	OG0010176	n0			XP_031883155.1	XP_045259893.1				
N5.HOG0011581	OG0010177	n0			XP_031883056.1	XP_045259882.1			XP_036495635.1	
N5.HOG0011582	OG0010178	n0			XP_031883189.1				XP_036496191.1	
N5.HOG0011583	OG0010179	n0			XP_031887982.1	XP_045263074.1, XP_045261356.1			XP_036491072.1	
N5.HOG0011584	OG0010180	n0			XP_031883085.1				XP_036496712.1	
N5.HOG0011585	OG0010181	n0			XP_031883197.1	XP_045267316.1			XP_036496711.1	
N5.HOG0011586	OG0010182	n0			XP_031882980.1	XP_045267327.1			XP_036495793.1	
N5.HOG0011587	OG0010183	n0			XP_031883223.1	XP_045267333.1			XP_036495367.1	
N5.HOG0011588	OG0010184	n0			XP_031883221.1	XP_045267335.1			XP_036495506.1	
N5.HOG0011589	OG0010185	n0			XP_031878703.1	XP_045262992.1			XP_036495131.1	
N5.HOG0011590	OG0010186	n0			XP_031883001.1	XP_045267343.1			XP_036495387.1	
N5.HOG0011591	OG0010187	n0			XP_031883028.1	XP_045267345.1			XP_036495385.1	
N5.HOG0011592	OG0010188	n0			XP_031879248.1	XP_045270816.1, XP_045266258.1			XP_036488721.1	
N5.HOG0011593	OG0010189	n0			XP_066007016.1, XP_066007086.1, XP_031875410.1				XP_036487758.1	
N5.HOG0011594	OG0010190	n0			XP_031883073.1	XP_045267430.1			XP_036496650.1	
N5.HOG0011595	OG0010191	n0			XP_066008747.1	XP_045267411.1			XP_036496331.1	
N5.HOG0011596	OG0010192	n0			XP_031884366.1	XP_045270181.1			XP_036501471.1	
N5.HOG0011597	OG0010193	n0			XP_031883161.1				XP_036496610.1	
N5.HOG0011598	OG0010194	n0			XP_031889671.2	XP_045265133.1			XP_036492252.1	
N5.HOG0011599	OG0010195	n0			XP_031888618.1	XP_045266403.1, XP_045263412.1			XP_036497667.1	
N5.HOG0011600	OG0010196	n0			XP_031883130.1				XP_036496466.1	
N5.HOG0011601	OG0010197	n0			XP_031892973.2	XP_045256641.1				
N5.HOG0011602	OG0010198	n0			XP_031892981.1				XP_036494093.1	
N5.HOG0011603	OG0010199	n0			XP_031893491.1	XP_045267163.1			XP_036493920.1	
N5.HOG0011604	OG0010200	n0			XP_031892896.1	XP_045258269.1			XP_036494179.1	
N5.HOG0011605	OG0010201	n0			XP_031893294.1	XP_045258264.1			XP_036494181.1	
N5.HOG0011606	OG0010202	n0			XP_066007101.1	XP_045266678.1			XP_036490068.1	
N5.HOG0011607	OG0010203	n0			XP_031882348.2	XP_045266691.1			XP_036489094.1	
N5.HOG0011608	OG0010204	n0			XP_031882438.1	XP_045266699.1			XP_036489727.1	
N5.HOG0011609	OG0010205	n0			XP_031882368.1	XP_045266739.1			XP_036489793.1	
N5.HOG0011610	OG0010206	n0			XP_066007219.1	XP_045266757.1			XP_036489072.1	
N5.HOG0011611	OG0010207	n0			XP_031882467.1	XP_045266758.1			XP_036489765.1	
