HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N3.HOG0010052	OG0009140	n0	XP_060406072.1	XP_060371241.1						
N3.HOG0010053	OG0009141	n0	XP_060406077.1	XP_060371244.1						
N3.HOG0010054	OG0009142	n0	XP_060406079.1	XP_060371245.1						
N3.HOG0010055	OG0009143	n0	XP_060406080.1	XP_060371246.1						
N3.HOG0010056	OG0009144	n0	XP_060406082.1	XP_060371248.1						
N3.HOG0010057	OG0009145	n0	XP_060406083.1	XP_060371249.1						
N3.HOG0010058	OG0009146	n0	XP_060406084.1	XP_060371250.1						
N3.HOG0010059	OG0009147	n0	XP_060406085.1	XP_060371251.1						
N3.HOG0010060	OG0009148	n0	XP_060406086.1	XP_060371252.1						
N3.HOG0010061	OG0009149	n0	XP_060406088.1	XP_060371255.1						
N3.HOG0010062	OG0009150	n0	XP_060406089.1	XP_060371256.1						
N3.HOG0010063	OG0009151	n0	XP_060406090.1	XP_060371257.1						
N3.HOG0010064	OG0009152	n0	XP_060406092.1	XP_060371258.1						
N3.HOG0010065	OG0009153	n0	XP_060406093.1	XP_060371259.1						
N3.HOG0010066	OG0009154	n0	XP_060406094.1	XP_060371260.1						
N3.HOG0010067	OG0009155	n0	XP_060406095.1	XP_060371261.1						
N3.HOG0010068	OG0009156	n0	XP_060406096.1	XP_060371262.1						
N3.HOG0010069	OG0009157	n0	XP_060406097.1	XP_060371263.1						
N3.HOG0010070	OG0009158	n0	XP_060406100.1	XP_060371264.1						
N3.HOG0010071	OG0009159	n0	XP_060406101.1	XP_060371265.1						
N3.HOG0010072	OG0009160	n0	XP_060406102.1	XP_060371266.1						
N3.HOG0010073	OG0009161	n0	XP_060406103.1	XP_060371267.1						
N3.HOG0010074	OG0009162	n0	XP_060406105.1	XP_060371269.1						
N3.HOG0010075	OG0009163	n0	XP_060406106.1	XP_060371270.1						
N3.HOG0010076	OG0009164	n0	XP_060406107.1	XP_060371271.1						
N3.HOG0010077	OG0009165	n0	XP_060406108.1	XP_060371272.1						
N3.HOG0010078	OG0009166	n0	XP_060406110.1	XP_060371274.1						
N3.HOG0010079	OG0009167	n0	XP_060406112.1	XP_060371276.1						
N3.HOG0010080	OG0009168	n0	XP_060406113.1	XP_060371277.1						
N3.HOG0010081	OG0009169	n0	XP_060406114.1	XP_060371278.1						
N3.HOG0010082	OG0009170	n0	XP_060406116.1	XP_060371280.1						
N3.HOG0010083	OG0009171	n0	XP_060406117.1	XP_060371281.1						
N3.HOG0010084	OG0009172	n0	XP_060406120.1	XP_060371284.1						
N3.HOG0010085	OG0009173	n0	XP_060406124.1	XP_060371288.1						
N3.HOG0010086	OG0009174	n0	XP_060406126.1	XP_060371290.1						
N3.HOG0010087	OG0009175	n0	XP_060406127.1	XP_060371292.1						
N3.HOG0010088	OG0009176	n0	XP_060406129.1	XP_060371293.1						
N3.HOG0010089	OG0009177	n0	XP_060406132.1	XP_060371297.1						
N3.HOG0010090	OG0009178	n0	XP_060406135.1	XP_060371301.1						
N3.HOG0010091	OG0009179	n0	XP_060406136.1	XP_060371302.1						
N3.HOG0010092	OG0009180	n0	XP_060406137.1	XP_060371304.1						
N3.HOG0010093	OG0009181	n0	XP_060406141.1	XP_060371306.1						
N3.HOG0010094	OG0009182	n0	XP_060406143.1	XP_060371308.1						
N3.HOG0010095	OG0009183	n0	XP_060406148.1	XP_060371311.1						
N3.HOG0010096	OG0009184	n0	XP_060406149.1	XP_060371312.1						
N3.HOG0010097	OG0009185	n0	XP_060406150.1	XP_060371313.1						
N3.HOG0010098	OG0009186	n0	XP_060406151.1	XP_060371314.1						
N3.HOG0010099	OG0009187	n0	XP_060406153.1	XP_060371315.1						
N3.HOG0010100	OG0009188	n0	XP_060406154.1	XP_060371316.1						
N3.HOG0010101	OG0009189	n0	XP_060406155.1	XP_060371317.1						
N3.HOG0010102	OG0009190	n0	XP_060406156.1	XP_060371318.1						
N3.HOG0010103	OG0009191	n0	XP_060406157.1	XP_060371319.1						
N3.HOG0010104	OG0009192	n0	XP_060406160.1	XP_060371321.1						
N3.HOG0010105	OG0009193	n0	XP_060406161.1	XP_060371322.1						
N3.HOG0010106	OG0009194	n0	XP_060406162.1	XP_060371323.1						
N3.HOG0010107	OG0009195	n0	XP_060406164.1	XP_060371325.1						
N3.HOG0010108	OG0009196	n0	XP_060406165.1	XP_060371327.1						
N3.HOG0010109	OG0009197	n0	XP_060406177.1	XP_060371335.1						
N3.HOG0010110	OG0009198	n0	XP_060406178.1	XP_060371336.1						
N3.HOG0010111	OG0009199	n0	XP_060406182.1	XP_060371338.1						
N3.HOG0010112	OG0009200	n0	XP_060406186.1	XP_060371339.1						
N3.HOG0010113	OG0009201	n0	XP_060406188.1	XP_060371341.1						
N3.HOG0010114	OG0009202	n0	XP_060406189.1	XP_060371342.1						
N3.HOG0010115	OG0009203	n0	XP_060406191.1	XP_060371344.1						
N3.HOG0010116	OG0009204	n0	XP_060406192.1	XP_060371345.1						
N3.HOG0010117	OG0009205	n0	XP_060406193.1	XP_060371346.1						
N3.HOG0010118	OG0009206	n0	XP_060406195.1	XP_060371348.1						
N3.HOG0010119	OG0009207	n0	XP_060406196.1	XP_060371349.1						
N3.HOG0010120	OG0009208	n0	XP_060406197.1	XP_060371350.1						
N3.HOG0010121	OG0009209	n0	XP_060406201.1	XP_060371353.1						
N3.HOG0010122	OG0009210	n0	XP_060406202.1	XP_060371354.1						
N3.HOG0010123	OG0009211	n0	XP_060406203.1	XP_060371355.1						
N3.HOG0010124	OG0009212	n0	XP_060406204.1	XP_060371356.1						
N3.HOG0010125	OG0009213	n0	XP_060406207.1	XP_060371359.1						
N3.HOG0010126	OG0009214	n0	XP_060406208.1	XP_060371360.1						
N3.HOG0010127	OG0009215	n0	XP_060406210.1	XP_060371362.1						
N3.HOG0010128	OG0009216	n0	XP_060406214.1	XP_060371366.1						
N3.HOG0010129	OG0009217	n0	XP_060406215.1	XP_060371367.1						
N3.HOG0010130	OG0009218	n0	XP_060406222.1	XP_060371372.1						
N3.HOG0010131	OG0009219	n0	XP_060406224.1	XP_060371374.1						
N3.HOG0010132	OG0009220	n0	XP_060406225.1	XP_060371376.1						
N3.HOG0010133	OG0009221	n0	XP_060406226.1	XP_060371377.1						
N3.HOG0010134	OG0009222	n0	XP_060406235.1	XP_060371382.1						
N3.HOG0010135	OG0009223	n0	XP_060406239.1	XP_060371386.1						
N3.HOG0010136	OG0009224	n0	XP_060406240.1	XP_060371387.1						
N3.HOG0010137	OG0009225	n0	XP_060406242.1	XP_060371389.1						
N3.HOG0010138	OG0009226	n0	XP_060406243.1	XP_060371390.1						
N3.HOG0010139	OG0009227	n0	XP_060406246.1	XP_060371392.1						
N3.HOG0010140	OG0009228	n0	XP_060406247.1	XP_060371393.1						
N3.HOG0010141	OG0009229	n0	XP_060406249.1	XP_060371396.1						
N3.HOG0010142	OG0009230	n0	XP_060406251.1	XP_060371397.1						
N3.HOG0010143	OG0009231	n0	XP_060406252.1	XP_060371398.1						
N3.HOG0010144	OG0009232	n0	XP_060406253.1	XP_060371399.1						
N3.HOG0010145	OG0009233	n0	XP_060406254.1	XP_060371400.1						
N3.HOG0010146	OG0009234	n0	XP_060406255.1	XP_060371401.1						
N3.HOG0010147	OG0009235	n0	XP_060406258.1	XP_060371407.1						
N3.HOG0010148	OG0009236	n0	XP_060406261.1	XP_060371408.1						
N3.HOG0010149	OG0009237	n0	XP_060406264.1	XP_060371411.1						
N3.HOG0010150	OG0009238	n0	XP_060406265.1	XP_060371412.1						
N3.HOG0010151	OG0009239	n0	XP_060406266.1	XP_060371413.1						
N3.HOG0010152	OG0009240	n0	XP_060406267.1	XP_060371414.1						
N3.HOG0010153	OG0009241	n0	XP_060406268.1	XP_060371415.1						
N3.HOG0010154	OG0009242	n0	XP_060406269.1	XP_060371416.1						
N3.HOG0010155	OG0009243	n0	XP_060406270.1	XP_060371417.1						
N3.HOG0010156	OG0009244	n0	XP_060406271.1	XP_060371418.1						
N3.HOG0010157	OG0009245	n0	XP_060406272.1	XP_060371419.1						
N3.HOG0010158	OG0009246	n0	XP_060406273.1	XP_060371420.1						
N3.HOG0010159	OG0009247	n0	XP_060406277.1	XP_060371424.1						
N3.HOG0010160	OG0009248	n0	XP_060406278.1	XP_060371425.1						
N3.HOG0010161	OG0009249	n0	XP_060406279.1	XP_060371426.1						
N3.HOG0010162	OG0009250	n0	XP_060406281.1	XP_060371428.1						
N3.HOG0010163	OG0009251	n0	XP_060406286.1	XP_060371430.1						
N3.HOG0010164	OG0009252	n0	XP_060406287.1	XP_060371431.1						
N3.HOG0010165	OG0009253	n0	XP_060406288.1	XP_060371432.1						
N3.HOG0010166	OG0009254	n0	XP_060406289.1	XP_060371433.1						
N3.HOG0010167	OG0009255	n0	XP_060406290.1	XP_060371434.1						
N3.HOG0010168	OG0009256	n0	XP_060406291.1	XP_060371435.1						
N3.HOG0010169	OG0009257	n0	XP_060406294.1	XP_060371436.1						
N3.HOG0010170	OG0009258	n0	XP_060406299.1	XP_060371439.1						
N3.HOG0010171	OG0009259	n0	XP_060406301.1	XP_060371440.1						
N3.HOG0010172	OG0009260	n0	XP_060406302.1	XP_060371441.1						
N3.HOG0010173	OG0009261	n0	XP_060406304.1	XP_060371442.1						
N3.HOG0010174	OG0009262	n0	XP_060406305.1	XP_060371443.1						
N3.HOG0010175	OG0009263	n0	XP_060406309.1	XP_060371444.1						
N3.HOG0010176	OG0009264	n0	XP_060406311.1	XP_060371447.1						
N3.HOG0010177	OG0009265	n0	XP_060406314.1	XP_060371449.1						
N3.HOG0010178	OG0009266	n0	XP_060406317.1	XP_060371451.1						
N3.HOG0010179	OG0009267	n0	XP_060406320.1	XP_060371453.1						
N3.HOG0010180	OG0009268	n0	XP_060406321.1	XP_060371454.1						
N3.HOG0010181	OG0009269	n0	XP_060406323.1	XP_060371455.1						
N3.HOG0010182	OG0009270	n0	XP_060406324.1	XP_060371456.1						
N3.HOG0010183	OG0009271	n0	XP_060406326.1	XP_060371457.1						
N3.HOG0010184	OG0009272	n0	XP_060406327.1	XP_060371458.1						
N3.HOG0010185	OG0009273	n0	XP_060406328.1	XP_060371459.1						
N3.HOG0010186	OG0009274	n0	XP_060406329.1	XP_060371460.1						
N3.HOG0010187	OG0009275	n0	XP_060406331.1	XP_060371462.1						
N3.HOG0010188	OG0009276	n0	XP_060406334.1	XP_060371464.1						
N3.HOG0010189	OG0009277	n0	XP_060406335.1	XP_060371465.1						
N3.HOG0010190	OG0009278	n0	XP_060406336.1	XP_060371466.1						
N3.HOG0010191	OG0009279	n0	XP_060406337.1	XP_060359904.1						
N3.HOG0010192	OG0009280	n0	XP_060406353.1	XP_060359914.1						
N3.HOG0010193	OG0009281	n0	XP_060406355.1	XP_060359915.1						
N3.HOG0010194	OG0009282	n0	XP_060406356.1	XP_060359916.1						
N3.HOG0010195	OG0009283	n0	XP_060406358.1	XP_060359918.1						
N3.HOG0010196	OG0009284	n0	XP_060406359.1	XP_060359919.1						
N3.HOG0010197	OG0009285	n0	XP_060406363.1	XP_060359920.1						
N3.HOG0010198	OG0009286	n0	XP_060406364.1	XP_060359921.1						
N3.HOG0010199	OG0009287	n0	XP_060406369.1	XP_060359923.1						
N3.HOG0010200	OG0009288	n0	XP_060406372.1	XP_060367985.1						
N3.HOG0010201	OG0009289	n0	XP_060406373.1	XP_060367986.1						
N3.HOG0010202	OG0009290	n0	XP_060406374.1	XP_060367987.1						
N3.HOG0010203	OG0009291	n0	XP_060406375.1	XP_060367988.1						
N3.HOG0010204	OG0009292	n0	XP_060406376.1	XP_060367990.1						
N3.HOG0010205	OG0009293	n0	XP_060406378.1	XP_060367992.1						
N3.HOG0010206	OG0009294	n0	XP_060406380.1	XP_060367995.1						
N3.HOG0010207	OG0009295	n0	XP_060406381.1	XP_060367996.1						
N3.HOG0010208	OG0009296	n0	XP_060406383.1	XP_060367998.1						
N3.HOG0010209	OG0009297	n0	XP_060406385.1	XP_060367999.1						
N3.HOG0010210	OG0009298	n0	XP_060406387.1	XP_060368001.1						
N3.HOG0010211	OG0009299	n0	XP_060406389.1	XP_060368003.1						
N3.HOG0010212	OG0009300	n0	XP_060406390.1	XP_060368004.1						
N3.HOG0010213	OG0009301	n0	XP_060406393.1	XP_060368007.1						
N3.HOG0010214	OG0009302	n0	XP_060406394.1	XP_060368008.1						
N3.HOG0010215	OG0009303	n0	XP_060406395.1	XP_060368009.1						
N3.HOG0010216	OG0009304	n0	XP_060406398.1	XP_060368015.1						
N3.HOG0010217	OG0009305	n0	XP_060406402.1	XP_060368017.1						
N3.HOG0010218	OG0009306	n0	XP_060406403.1	XP_060368019.1						
N3.HOG0010219	OG0009307	n0	XP_060406405.1	XP_060368021.1						
N3.HOG0010220	OG0009308	n0	XP_060406406.1	XP_060368022.1						
N3.HOG0010221	OG0009309	n0	XP_060406409.1	XP_060368024.1						
N3.HOG0010222	OG0009310	n0	XP_060406411.1	XP_060368026.1						
N3.HOG0010223	OG0009311	n0	XP_060406412.1	XP_060368027.1						
N3.HOG0010224	OG0009312	n0	XP_060406413.1	XP_060368028.1						
N3.HOG0010225	OG0009313	n0	XP_060406414.1	XP_060368029.1						
N3.HOG0010226	OG0009314	n0	XP_060406415.1	XP_060368030.1						
N3.HOG0010227	OG0009315	n0	XP_060406419.1	XP_060368034.1						
N3.HOG0010228	OG0009316	n0	XP_060406422.1	XP_060368037.1						
N3.HOG0010229	OG0009317	n0	XP_060406423.1	XP_060368038.1						
N3.HOG0010230	OG0009318	n0	XP_060406424.1	XP_060368039.1						
N3.HOG0010231	OG0009319	n0	XP_060406430.1	XP_060368041.1						
N3.HOG0010232	OG0009320	n0	XP_060406433.1	XP_060368044.1						
N3.HOG0010233	OG0009321	n0	XP_060406441.1	XP_060368052.1						
N3.HOG0010234	OG0009322	n0	XP_060406442.1	XP_060368053.1						
N3.HOG0010235	OG0009323	n0	XP_060406443.1	XP_060368054.1						
N3.HOG0010236	OG0009324	n0	XP_060406444.1	XP_060368055.1						
N3.HOG0010237	OG0009325	n0	XP_060406446.1	XP_060368057.1						
N3.HOG0010238	OG0009326	n0	XP_060406448.1	XP_060368058.1						
N3.HOG0010239	OG0009327	n0	XP_060406449.1	XP_060368059.1						
N3.HOG0010240	OG0009328	n0	XP_060406450.1	XP_060368061.1						
N3.HOG0010241	OG0009329	n0	XP_060406462.1	XP_060368073.1						
N3.HOG0010242	OG0009330	n0	XP_060406463.1	XP_060368074.1						
N3.HOG0010243	OG0009331	n0	XP_060406464.1	XP_060368075.1						
N3.HOG0010244	OG0009332	n0	XP_060406465.1	XP_060368076.1						
N3.HOG0010245	OG0009333	n0	XP_060406466.1	XP_060368077.1						
N3.HOG0010246	OG0009334	n0	XP_060406468.1	XP_060368078.1						
N3.HOG0010247	OG0009335	n0	XP_060406470.1	XP_060361056.1						
N3.HOG0010248	OG0009336	n0	XP_060406483.1	XP_060357496.1						
N3.HOG0010249	OG0009337	n0	XP_060406492.1	XP_060357272.1						
N3.HOG0010250	OG0009338	n0	XP_060406494.1	XP_060369854.1						
N3.HOG0010251	OG0009339	n0	XP_060406499.1	XP_060369844.1						
N3.HOG0010252	OG0009340	n0	XP_060406500.1	XP_060369845.1						
N3.HOG0010253	OG0009341	n0	XP_060406502.1	XP_060369846.1						
N3.HOG0010254	OG0009342	n0	XP_060406503.1	XP_060369847.1						
N3.HOG0010255	OG0009343	n0	XP_060406504.1	XP_060369848.1						
N3.HOG0010256	OG0009344	n0	XP_060406505.1	XP_060369849.1						
N3.HOG0010257	OG0009345	n0	XP_060406506.1	XP_060369850.1						
N3.HOG0010258	OG0009346	n0	XP_060406507.1	XP_060369851.1						
N3.HOG0010259	OG0009347	n0	XP_060406509.1	XP_060369852.1						
N3.HOG0010260	OG0009348	n0	XP_060406512.1	XP_060369835.1						
N3.HOG0010261	OG0009349	n0	XP_060406520.1	XP_060369827.1						
N3.HOG0010262	OG0009350	n0	XP_060406524.1	XP_060369825.1						
N3.HOG0010263	OG0009351	n0	XP_060406526.1	XP_060369823.1						
N3.HOG0010264	OG0009352	n0	XP_060406527.1	XP_060369822.1						
N3.HOG0010265	OG0009353	n0	XP_060406529.1	XP_060369820.1						
N3.HOG0010266	OG0009354	n0	XP_060406532.1	XP_060369818.1						
N3.HOG0010267	OG0009355	n0	XP_060406534.1	XP_060369816.1						
N3.HOG0010268	OG0009356	n0	XP_060406535.1	XP_060369815.1						
N3.HOG0010269	OG0009357	n0	XP_060406536.1	XP_060369814.1						
N3.HOG0010270	OG0009358	n0	XP_060406538.1	XP_060369813.1						
N3.HOG0010271	OG0009359	n0	XP_060406540.1	XP_060369810.1						
N3.HOG0010272	OG0009360	n0	XP_060406541.1	XP_060369809.1						
N3.HOG0010273	OG0009361	n0	XP_060406542.1	XP_060369808.1						
N3.HOG0010274	OG0009362	n0	XP_060406543.1	XP_060369807.1						
N3.HOG0010275	OG0009363	n0	XP_060406544.1	XP_060369806.1						
N3.HOG0010276	OG0009364	n0	XP_060406546.1	XP_060369804.1						
N3.HOG0010277	OG0009365	n0	XP_060406547.1	XP_060369803.1						
N3.HOG0010278	OG0009366	n0	XP_060406549.1	XP_060369801.1						
N3.HOG0010279	OG0009367	n0	XP_060406553.1	XP_060369795.1						
N3.HOG0010280	OG0009368	n0	XP_060406554.1	XP_060369794.1						
N3.HOG0010281	OG0009369	n0	XP_060406561.1	XP_060369788.1						
N3.HOG0010282	OG0009370	n0	XP_060406564.1	XP_060369785.1						
N3.HOG0010283	OG0009371	n0	XP_060406566.1	XP_060369783.1						
N3.HOG0010284	OG0009372	n0	XP_060406567.1	XP_060369782.1						
N3.HOG0010285	OG0009373	n0	XP_060406568.1	XP_060369781.1						
N3.HOG0010286	OG0009374	n0	XP_060406569.1	XP_060369780.1						
N3.HOG0010287	OG0009375	n0	XP_060406570.1	XP_060369778.1						
N3.HOG0010288	OG0009376	n0	XP_060406571.1	XP_060369777.1						
N3.HOG0010289	OG0009377	n0	XP_060406574.1	XP_060369773.1						
N3.HOG0010290	OG0009378	n0	XP_060406578.1	XP_060369769.1						
N3.HOG0010291	OG0009379	n0	XP_060406579.1	XP_060369768.1						
N3.HOG0010292	OG0009380	n0	XP_060406581.1	XP_060369766.1						
N3.HOG0010293	OG0009381	n0	XP_060406584.1	XP_060369764.1						
N3.HOG0010294	OG0009382	n0	XP_060406586.1	XP_060369761.1						
N3.HOG0010295	OG0009383	n0	XP_060406588.1	XP_060369759.1						
N3.HOG0010296	OG0009384	n0		XP_060357024.1						
N3.HOG0010297	OG0009385	n0		XP_060357987.1						
N3.HOG0010298	OG0009386	n0		XP_060358209.1						
N3.HOG0010299	OG0009387	n0		XP_060358851.1						
N3.HOG0010300	OG0009388	n0		XP_060358853.1						
N3.HOG0010301	OG0009389	n0		XP_060359709.1, XP_060360639.1						
N3.HOG0010302	OG0009390	n0		XP_060360415.1						
N3.HOG0010303	OG0009391	n0		XP_060360671.1						
N3.HOG0010304	OG0009392	n0		XP_060361816.1						
N3.HOG0010305	OG0009393	n0		XP_060362746.1						
N3.HOG0010306	OG0009394	n0		XP_060364438.1						
N3.HOG0010307	OG0009395	n0		XP_060372003.1						
N3.HOG0010308	OG0009449	n1	XP_060389404.1							
N3.HOG0010309	OG0009449	n4	XP_060400853.1							
N3.HOG0010310	OG0009449	n5	XP_060400005.1							
N3.HOG0010311	OG0009450	n2	XP_060394573.1							
N3.HOG0010312	OG0009450	n3	XP_060389440.1							
N3.HOG0010313	OG0009451	n0	XP_060389441.1	XP_060362969.1						
N3.HOG0010314	OG0009452	n0	XP_060389485.1, XP_060403620.1, XP_060403619.1, XP_060405441.1							
N3.HOG0010315	OG0009453	n0	XP_060389512.1	XP_060360407.1						
N3.HOG0010316	OG0009454	n0	XP_060389523.1	XP_060359183.1						
N3.HOG0010317	OG0009455	n0	XP_060389537.1	XP_060369238.1						
N3.HOG0010318	OG0009456	n0	XP_060389546.1	XP_060369248.1						
N3.HOG0010319	OG0009457	n0	XP_060389548.1	XP_060369250.1						
N3.HOG0010320	OG0009458	n0	XP_060389560.1	XP_060369261.1						
N3.HOG0010321	OG0009459	n0	XP_060389563.1							
N3.HOG0010322	OG0009460	n0	XP_060389576.1							
N3.HOG0010323	OG0009461	n0	XP_060389578.1	XP_060369650.1						
N3.HOG0010324	OG0009462	n0	XP_060389585.1	XP_060369645.1						
N3.HOG0010325	OG0009463	n0	XP_060389587.1	XP_060369643.1						
N3.HOG0010326	OG0009464	n0	XP_060389614.1	XP_060369624.1						
N3.HOG0010327	OG0009465	n0	XP_060389616.1	XP_060369622.1						
N3.HOG0010328	OG0009466	n0	XP_060389618.1	XP_060369620.1						
N3.HOG0010329	OG0009467	n0	XP_060389620.1	XP_060369618.1						
N3.HOG0010330	OG0009468	n0	XP_060389632.1	XP_060369606.1						
N3.HOG0010331	OG0009469	n0	XP_060389638.1							
N3.HOG0010332	OG0009470	n0	XP_060389648.1	XP_060369593.1						
N3.HOG0010333	OG0009471	n0	XP_060389650.1	XP_060369590.1						
N3.HOG0010334	OG0009472	n0	XP_060389683.1	XP_060369558.1						
N3.HOG0010335	OG0009473	n0	XP_060389696.1	XP_060369548.1						
N3.HOG0010336	OG0009474	n0	XP_060389725.1	XP_060369520.1						
N3.HOG0010337	OG0009475	n0	XP_060389732.1							
N3.HOG0010338	OG0009476	n0	XP_060389756.1	XP_060369482.1						
N3.HOG0010339	OG0009477	n0	XP_060389761.1	XP_060369475.1						
N3.HOG0010340	OG0009478	n0	XP_060389765.1	XP_060369471.1						
N3.HOG0010341	OG0009479	n0	XP_060389770.1	XP_060369466.1						
N3.HOG0010342	OG0009480	n0	XP_060389801.1	XP_060359543.1						
N3.HOG0010343	OG0009481	n0	XP_060389805.1	XP_060359539.1						
N3.HOG0010344	OG0009482	n0	XP_060389812.1	XP_060359530.1						
N3.HOG0010345	OG0009483	n0	XP_060389841.1	XP_060362139.1						
N3.HOG0010346	OG0009484	n0	XP_060389850.1	XP_060362131.1						
N3.HOG0010347	OG0009485	n0	XP_060389857.1	XP_060362124.1						
N3.HOG0010348	OG0009486	n0	XP_060389872.1	XP_060362110.1						
N3.HOG0010349	OG0009487	n0	XP_060389873.1	XP_060362109.1						
N3.HOG0010350	OG0009488	n0	XP_060389881.1	XP_060363512.1						
N3.HOG0010351	OG0009489	n0	XP_060389906.1	XP_060363490.1						
N3.HOG0010352	OG0009490	n0	XP_060389930.1	XP_060363469.1						
N3.HOG0010353	OG0009491	n0	XP_060389940.1	XP_060357266.1, XP_060363461.1						
N3.HOG0010354	OG0009492	n0	XP_060389942.1	XP_060365362.1, XP_060363459.1						
N3.HOG0010355	OG0009493	n0	XP_060389943.1	XP_060365360.1, XP_060363458.1						
N3.HOG0010356	OG0009494	n0	XP_060389946.1	XP_060365364.1, XP_060363455.1						
N3.HOG0010357	OG0009495	n0	XP_060389968.1	XP_060359570.1						
N3.HOG0010358	OG0009496	n0	XP_060389982.1	XP_060359585.1						
N3.HOG0010359	OG0009497	n0	XP_060389991.1	XP_060360051.1						
N3.HOG0010360	OG0009498	n0	XP_060389992.1	XP_060360050.1						
N3.HOG0010361	OG0009499	n0	XP_060389994.1	XP_060360047.1						
N3.HOG0010362	OG0009500	n0	XP_060389995.1	XP_060360046.1						
N3.HOG0010363	OG0009501	n0	XP_060389998.1	XP_060360044.1						
N3.HOG0010364	OG0009502	n0	XP_060390000.1	XP_060360042.1						
N3.HOG0010365	OG0009503	n0	XP_060390017.1	XP_060371704.1						
N3.HOG0010366	OG0009504	n0	XP_060390022.1	XP_060364393.1						
N3.HOG0010367	OG0009505	n0	XP_060390037.1	XP_060364376.1						
N3.HOG0010368	OG0009506	n0	XP_060390043.1	XP_060357675.1						
N3.HOG0010369	OG0009507	n0	XP_060390053.1	XP_060357685.1						
N3.HOG0010370	OG0009508	n0	XP_060390064.1	XP_060367389.1						
N3.HOG0010371	OG0009509	n0	XP_060390073.1	XP_060367379.1						
N3.HOG0010372	OG0009510	n0	XP_060390080.1	XP_060367371.1						
N3.HOG0010373	OG0009511	n0	XP_060390106.1	XP_060359385.1						
N3.HOG0010374	OG0009512	n0	XP_060390107.1	XP_060359384.1						
N3.HOG0010375	OG0009513	n0	XP_060390108.1	XP_060359383.1						
N3.HOG0010376	OG0009514	n0	XP_060390114.1	XP_060365857.1						
N3.HOG0010377	OG0009515	n0	XP_060390116.1	XP_060365855.1						
N3.HOG0010378	OG0009516	n0	XP_060390117.1	XP_060365854.1						
N3.HOG0010379	OG0009517	n0	XP_060390129.1	XP_060365841.1						
N3.HOG0010380	OG0009518	n0	XP_060390175.1							
N3.HOG0010381	OG0009519	n0	XP_060390184.1	XP_060370799.1						
N3.HOG0010382	OG0009520	n0	XP_060390203.1	XP_060370817.1						
N3.HOG0010383	OG0009521	n1	XP_060402877.1							
N3.HOG0010384	OG0009521	n2	XP_060390223.1							
N3.HOG0010385	OG0009522	n0	XP_060390224.1, XP_060395506.1	XP_060357064.1						
N3.HOG0010386	OG0009523	n0	XP_060390225.1							
N3.HOG0010387	OG0009524	n0	XP_060390233.1	XP_060358342.1						
N3.HOG0010388	OG0009525	n0	XP_060390238.1	XP_060358336.1						
N3.HOG0010389	OG0009526	n0	XP_060390342.1	XP_060369295.1						
N3.HOG0010390	OG0009527	n0	XP_060390351.1	XP_060369304.1						
N3.HOG0010391	OG0009528	n0	XP_060390353.1	XP_060369308.1						
N3.HOG0010392	OG0009529	n0	XP_060390354.1	XP_060369309.1						
N3.HOG0010393	OG0009530	n0	XP_060390407.1	XP_060369350.1						
